lng,lat,id,@id,addr:city,addr:street,denotation,leaf_cycle,leaf_type,natural,genus,species,species:es,species:mp,species:es_1,wikidata,wikipedia
-71.0413589,-34.7112777,node/6290438992,node/6290438992,Chimbarongo,Camiruaga Cortina,garden,evergreen,palm,tree,Phoenix,Phoenix canariensis,Palma canaria,,,,
-71.0414806,-34.7114802,node/6290438993,node/6290438993,Chimbarongo,Camiruaga Cortina,garden,evergreen,palm,tree,Phoenix,Phoenix canariensis,Palma canaria,,,,
-71.0415228,-34.7114509,node/6290438994,node/6290438994,Chimbarongo,Camiruaga Cortina,street,evergreen,broadleaved,tree,Schinus,Schinus molle,Molle,,,,
-71.0415496,-34.7117965,node/6290439003,node/6290439003,Chimbarongo,Pasaje Tres,garden,evergreen,broadleaved,tree,Trachycarpus,Trachycarpus fortunei,Palmera excelsa,,,,
-71.0413385,-34.7120598,node/6290439004,node/6290439004,Chimbarongo,Pasaje Tres,garden,evergreen,broadleaved,tree,Trachycarpus,Trachycarpus fortunei,Palmera excelsa,,,,
-71.0420494,-34.7119158,node/6290439009,node/6290439009,Chimbarongo,Camiruaga Cortina Sur,street,evergreen,broadleaved,tree,,,,,,,
-71.0420775,-34.7119593,node/6290439010,node/6290439010,Chimbarongo,Camiruaga Cortina Sur,street,evergreen,broadleaved,tree,,,,,,,
-71.0421941,-34.7118077,node/6290439011,node/6290439011,Chimbarongo,Camiruaga Cortina,street,evergreen,broadleaved,tree,,,,,,,
-71.0419063,-34.7115718,node/6290439704,node/6290439704,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0419501,-34.7117934,node/6290439706,node/6290439706,Chimbarongo,Camiruaga Cortina Sur,street,evergreen,broadleaved,tree,,,,,,,
-71.0424761,-34.711223,node/6290439708,node/6290439708,Chimbarongo,García Reyes,garden,evergreen,broadleaved,tree,Trachycarpus,Trachycarpus fortunei,Palmera excelsa,,,,
-71.0420296,-34.7116204,node/6290442502,node/6290442502,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0420942,-34.7115796,node/6290442503,node/6290442503,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0423667,-34.7114318,node/6290442504,node/6290442504,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0427647,-34.7112277,node/6290442505,node/6290442505,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0427011,-34.7112585,node/6290442506,node/6290442506,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0426589,-34.7112832,node/6290442507,node/6290442507,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0426205,-34.7113147,node/6290442508,node/6290442508,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0425662,-34.7113417,node/6290442509,node/6290442509,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0425109,-34.7113679,node/6290442510,node/6290442510,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.043046,-34.7110875,node/6290448758,node/6290448758,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0431584,-34.711026,node/6290448759,node/6290448759,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0432408,-34.7110922,node/6290448762,node/6290448762,Chimbarongo,García Reyes,garden,,broadleaved,tree,,,,,,,
-71.0432614,-34.711029,node/6290448763,node/6290448763,Chimbarongo,García Reyes,garden,,broadleaved,tree,,,,,,,
-71.0430076,-34.7109921,node/6290448764,node/6290448764,Chimbarongo,García Reyes,street,,broadleaved,tree,Acer,Acer sp.,,,,,
-71.0431294,-34.7109313,node/6290448765,node/6290448765,Chimbarongo,García Reyes,street,,broadleaved,tree,Acer,Acer sp.,,,,,
-71.0430666,-34.7109636,node/6290448766,node/6290448766,Chimbarongo,García Reyes,street,,broadleaved,tree,Acer,Acer sp.,,,,,
-71.0431316,-34.7110943,node/6290448771,node/6290448771,Chimbarongo,García Reyes,garden,,broadleaved,tree,,,,,,,
-71.0433772,-34.7109097,node/6290458123,node/6290458123,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0434505,-34.710874,node/6290458124,node/6290458124,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0433494,-34.7108118,node/6290458125,node/6290458125,Chimbarongo,García Reyes,street,evergreen,needleleaved,tree,Pinus,Pinus radiata,Pino Insigne,,,,
-71.0434009,-34.7107802,node/6290458130,node/6290458130,Chimbarongo,García Reyes,street,,broadleaved,tree,Acacia,Acacia melanoxylon,Acacia Negra,,,,
-71.0437128,-34.7107225,node/6290462802,node/6290462802,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.043647,-34.7107549,node/6290462803,node/6290462803,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0435786,-34.7107935,node/6290462804,node/6290462804,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0434461,-34.7110338,node/6290462805,node/6290462805,Chimbarongo,García Reyes,garden,,broadleaved,tree,,,,,,,
-71.0441657,-34.7104705,node/6290462806,node/6290462806,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.044102,-34.7105162,node/6290462807,node/6290462807,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0445635,-34.710173,node/6290462813,node/6290462813,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0445241,-34.7101963,node/6290462821,node/6290462821,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0444714,-34.7102275,node/6290462822,node/6290462822,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0444011,-34.7102616,node/6290462824,node/6290462824,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0443098,-34.710317,node/6290462825,node/6290462825,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0443491,-34.7102939,node/6290462826,node/6290462826,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0440538,-34.7104486,node/6290462827,node/6290462827,Chimbarongo,García Reyes,street,deciduous,broadleaved,tree,Platanus,Platanus orientalis,Plátano oriental,,,,
-71.0439008,-34.7105106,node/6290464089,node/6290464089,Chimbarongo,García Reyes,street,,broadleaved,tree,,,,,,,
-71.0439834,-34.7104771,node/6290464090,node/6290464090,Chimbarongo,García Reyes,street,,broadleaved,tree,,,,,,,
-71.0436274,-34.7106636,node/6290464091,node/6290464091,Chimbarongo,García Reyes,street,,broadleaved,tree,,,,,,,
-71.0436634,-34.7106347,node/6290464092,node/6290464092,Chimbarongo,García Reyes,street,,broadleaved,tree,,,,,,,
-71.0437574,-34.7105914,node/6290464093,node/6290464093,Chimbarongo,García Reyes,street,,broadleaved,tree,,,,,,,
-71.043718,-34.7106137,node/6290464094,node/6290464094,Chimbarongo,García Reyes,street,,broadleaved,tree,,,,,,,
-71.0454241,-34.710302,node/6290481138,node/6290481138,Chimbarongo,García Reyes,garden,evergreen,palm,tree,Phoenix,Phoenix canariensis,Palma canaria,,,,
-71.0454087,-34.7113895,node/6290481153,node/6290481153,Chimbarongo,Manuel Rodríguez,street,,broadleaved,tree,,,,,,,
-71.0452929,-34.7114479,node/6290481154,node/6290481154,Chimbarongo,Manuel Rodríguez,street,,broadleaved,tree,,,,,,,
-71.0452337,-34.7113657,node/6290481155,node/6290481155,Chimbarongo,Manuel Rodríguez,street,evergreen,needleleaved,tree,Pinus,Pinus radiata,Pino Insigne,,,,
-71.0451975,-34.7113898,node/6290481156,node/6290481156,Chimbarongo,Manuel Rodríguez,street,evergreen,needleleaved,tree,Pinus,Pinus radiata,Pino Insigne,,,,
-71.0451685,-34.7114074,node/6290481157,node/6290481157,Chimbarongo,Manuel Rodríguez,street,evergreen,needleleaved,tree,Pinus,Pinus radiata,Pino Insigne,,,,
-71.0450773,-34.7114437,node/6290481158,node/6290481158,Chimbarongo,Manuel Rodríguez,street,,broadleaved,tree,,,,,,,
-71.0471538,-34.7132821,node/6290481165,node/6290481165,Chimbarongo,Rosendo Jaramillo,park,deciduous,broadleaved,tree,Aesculus,Aesculus hippocastanum,Castaño de Indias,,,,
-71.0472226,-34.7132395,node/6290481166,node/6290481166,Chimbarongo,Rosendo Jaramillo,park,deciduous,broadleaved,tree,Aesculus,Aesculus hippocastanum,Castaño de Indias,,,,
-71.0472999,-34.7131976,node/6290481167,node/6290481167,Chimbarongo,Rosendo Jaramillo,park,deciduous,broadleaved,tree,Aesculus,Aesculus hippocastanum,Castaño de Indias,,,,
-71.0474746,-34.7130882,node/6290481168,node/6290481168,Chimbarongo,Rosendo Jaramillo,park,deciduous,broadleaved,tree,Aesculus,Aesculus hippocastanum,Castaño de Indias,,,,
-71.0475972,-34.7130166,node/6290481169,node/6290481169,Chimbarongo,Rosendo Jaramillo,park,deciduous,broadleaved,tree,Aesculus,Aesculus hippocastanum,Castaño de Indias,,,,
-71.0477888,-34.7129125,node/6290481171,node/6290481171,Chimbarongo,Rosendo Jaramillo,park,deciduous,broadleaved,tree,Aesculus,Aesculus hippocastanum,Castaño de Indias,,,,
-71.0477288,-34.7129463,node/6290481172,node/6290481172,Chimbarongo,Rosendo Jaramillo,park,deciduous,broadleaved,tree,Aesculus,Aesculus hippocastanum,Castaño de Indias,,,,
-71.0478139,-34.7130186,node/6290481173,node/6290481173,Chimbarongo,Rosendo Jaramillo,park,evergreen,needleleaved,tree,,,,,,,
-71.0476724,-34.7129765,node/6290487864,node/6290487864,Chimbarongo,Rosendo Jaramillo,park,evergreen,broadleaved,tree,Acacia,Acacia melanoxylon,Acacia Negra,,,,
-71.0475643,-34.7130439,node/6290487865,node/6290487865,Chimbarongo,Rosendo Jaramillo,park,deciduous,broadleaved,tree,Schinus,Schinus molle,Molle,,,,
-71.0475252,-34.7130661,node/6290487866,node/6290487866,Chimbarongo,Rosendo Jaramillo,park,deciduous,broadleaved,tree,Schinus,Schinus molle,Molle,,,,
-71.0475502,-34.7131434,node/6290487867,node/6290487867,Chimbarongo,García Reyes,park,evergreen,broadleaved,tree,Trachycarpus,Trachycarpus fortunei,Palmera excelsa,,,,
-71.0474134,-34.7131958,node/6290487872,node/6290487872,Chimbarongo,Rosendo Jaramillo,park,,broadleaved,tree,Quercus,Quercus robur,Roble,,,,
-71.0473437,-34.7132436,node/6290487873,node/6290487873,Chimbarongo,Rosendo Jaramillo,park,evergreen,broadleaved,tree,Acacia,Acacia melanoxylon,Acacia Negra,,,,
-71.0475794,-34.7131962,node/6290487874,node/6290487874,Chimbarongo,Rosendo Jaramillo,park,evergreen,broadleaved,tree,Acacia,Acacia melanoxylon,Acacia Negra,,,,
-71.0472446,-34.7132876,node/6290487875,node/6290487875,Chimbarongo,Rosendo Jaramillo,park,,broadleaved,tree,,,,,,,
-71.0473685,-34.7132437,node/6290490142,node/6290490142,Chimbarongo,Rosendo Jaramillo,park,evergreen,palm,tree,,,,,,,
-71.0404659,-34.7088336,node/6306089141,node/6306089141,Chimbarongo,Javiera Carrera,park,evergreen,broadleaved,tree,Acacia,Acacia caven,Espino,,,,
-71.0403761,-34.7088138,node/6306089142,node/6306089142,Chimbarongo,Javiera Carrera,park,evergreen,broadleaved,tree,Acacia,Acacia caven,Espino,,,,
-71.0404065,-34.7088063,node/6306089145,node/6306089145,Chimbarongo,Javiera Carrera,park,evergreen,broadleaved,tree,Acacia,Acacia caven,Espino,,,,
-71.0407321,-34.7088027,node/6306112817,node/6306112817,Chimbarongo,Javiera Carrera,park,evergreen,broadleaved,tree,Cryptocarya,Cryptocarya alba,Peumo,,,Q2661699,es:Cryptocarya alba
-71.0406736,-34.7088707,node/6306112826,node/6306112826,Chimbarongo,Javiera Carrera,park,evergreen,,tree,Taxodium,Taxodium distichum,Ciprés de los pantanos,,,,
-71.0407457,-34.7088044,node/6309344741,node/6309344741,Chimbarongo,Camiruaga Cortina,park,evergreen,broadleaved,tree,Phoenix,Phoenix canariensis,Palmera Canaria,,,,
-71.0408546,-34.7092939,node/6311616177,node/6311616177,Chimbarongo,Carmen Larraín,street,deciduous,broadleaved,tree,Acer,Acer negundo,Arce negundo,,,,
-71.0408783,-34.7092764,node/6311616178,node/6311616178,Chimbarongo,Carmen Larraín,street,deciduous,broadleaved,tree,Acer,Acer negundo,Arce negundo,,,,
-71.0408999,-34.709263,node/6311616179,node/6311616179,Chimbarongo,Carmen Larraín,street,deciduous,broadleaved,tree,Acer,Acer negundo,Arce negundo,,,,
-71.0409313,-34.7092459,node/6311616180,node/6311616180,Chimbarongo,Carmen Larraín,street,deciduous,broadleaved,tree,Acer,Acer negundo,Arce negundo,,,,
-71.0409606,-34.7092289,node/6311616181,node/6311616181,Chimbarongo,Carmen Larraín,street,deciduous,broadleaved,tree,Acer,Acer negundo,Arce negundo,,,,
-71.0417951,-34.7097995,node/6311659732,node/6311659732,Chimbarongo,Javiera Carrera,street,,broadleaved,tree,,,,,,,
-71.0418189,-34.7098363,node/6311659733,node/6311659733,Chimbarongo,Javiera Carrera,street,,broadleaved,tree,,,,,,,
-71.0418502,-34.7098754,node/6311659734,node/6311659734,Chimbarongo,Javiera Carrera,street,,broadleaved,tree,,,,,,,
-71.0418837,-34.7099128,node/6311659735,node/6311659735,Chimbarongo,Javiera Carrera,street,,broadleaved,tree,,,,,,,
-71.0405193,-34.7099766,node/6311772790,node/6311772790,Chimbarongo,Camiruaga Cortina,street,,,tree,,,,,,,
-71.0404555,-34.7098886,node/6311772791,node/6311772791,Chimbarongo,Camiruaga Cortina,street,,,tree,,,,,,,
-71.0403782,-34.709793,node/6311772792,node/6311772792,Chimbarongo,Camiruaga Cortina,street,,,tree,,,,,,,
-71.040303,-34.7096953,node/6311772793,node/6311772793,Chimbarongo,Camiruaga Cortina,street,,,tree,,,,,,,
-71.0403301,-34.7097366,node/6311772794,node/6311772794,Chimbarongo,Camiruaga Cortina,street,,,tree,,,,,,,
-71.0406003,-34.7100871,node/6311772795,node/6311772795,Chimbarongo,Camiruaga Cortina,street,evergreen,broadleaved,tree,Trachycarpus,Trachycarpus fortunei,Palmera excelsa,,,,
-71.0400338,-34.7096059,node/6312723292,node/6312723292,Chimbarongo,Carmen Larraín,street,evergreen,broadleaved,tree,Grevillea,Grevillea robusta,Roble Australiano,,,,
-71.039914,-34.7096658,node/6312723293,node/6312723293,Chimbarongo,Carmen Larraín,street,evergreen,broadleaved,tree,Grevillea,Grevillea robusta,Roble Australiano,,,,
-71.0399705,-34.709634,node/6312723294,node/6312723294,Chimbarongo,Carmen Larraín,street,evergreen,broadleaved,tree,Quillaja,Quillaja saponaria,Quillay,Küllay,,,
-71.0398648,-34.7096925,node/6312723295,node/6312723295,Chimbarongo,Carmen Larraín,street,evergreen,broadleaved,tree,Quillaja,Quillaja saponaria,Quillay,Küllay,,,
-71.0405171,-34.7087677,node/6312910915,node/6312910915,Chimbarongo,Javiera Carrera,park,evergreen,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0398093,-34.7097187,node/6312910916,node/6312910916,Chimbarongo,Carmen Larraín,street,evergreen,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0397803,-34.7097356,node/6312910917,node/6312910917,Chimbarongo,Carmen Larraín,street,evergreen,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0397043,-34.7097771,node/6313002689,node/6313002689,Chimbarongo,Carmen Larraín,street,evergreen,broadleaved,tree,Robinia,Robinia pseudoacacia,Falsa acacia de Japón,,,,
-71.0397999,-34.7103766,node/6313002690,node/6313002690,Chimbarongo,Máximo Valdés,street,evergreen,broadleaved,tree,Prunus,Prunus cerasifera,Ciruelo Rojo,,,,
-71.0393077,-34.7097975,node/6313002697,node/6313002697,Chimbarongo,Máximo Valdés,street,evergreen,broadleaved,tree,Grevillea,Grevillea robusta,Roble Australiano,,,,
-71.0392744,-34.7097504,node/6313002698,node/6313002698,Chimbarongo,Máximo Valdés,street,evergreen,broadleaved,tree,Grevillea,Grevillea robusta,Roble Australiano,,,,
-71.0392406,-34.7097029,node/6313002699,node/6313002699,Chimbarongo,Máximo Valdés,street,evergreen,broadleaved,tree,Grevillea,Grevillea robusta,Roble Australiano,,,,
-71.0391707,-34.7096162,node/6313002700,node/6313002700,Chimbarongo,Máximo Valdés,street,evergreen,broadleaved,tree,Grevillea,Grevillea robusta,Roble Australiano,,,,
-71.0391269,-34.709554,node/6313002701,node/6313002701,Chimbarongo,Máximo Valdés,street,evergreen,broadleaved,tree,Grevillea,Grevillea robusta,Roble Australiano,,,,
-71.0391368,-34.7095699,node/6313007882,node/6313007882,Chimbarongo,Máximo Valdés,street,evergreen,broadleaved,tree,Prunus,Prunus cerasifera,Ciruelo Rojo,,,,
-71.0389662,-34.7093486,node/6313028986,node/6313028986,Chimbarongo,Máximo Valdés,street,evergreen,broadleaved,tree,,,,,,,
-71.0397916,-34.7098888,node/6313034613,node/6313034613,Chimbarongo,Carmen Larraín,garden,evergreen,needleleaved,tree,Araucaria,Araucaria sp.,Araucaria,,,,
-71.0396278,-34.709904,node/6313067978,node/6313067978,Chimbarongo,Carmen Larraín,street,,broadleaved,tree,Acer,Acer negundo,Acer,,,,
-71.0397178,-34.7098691,node/6313067979,node/6313067979,Chimbarongo,Carmen Larraín,street,,broadleaved,tree,,,,,,,
-71.0397571,-34.709848,node/6313067980,node/6313067980,Chimbarongo,Carmen Larraín,street,,broadleaved,tree,,,,,,,
-71.039534,-34.7098593,node/6313067981,node/6313067981,Chimbarongo,Carmen Larraín,street,,broadleaved,tree,,,,,,,
-71.0395733,-34.7098345,node/6313067982,node/6313067982,Chimbarongo,Carmen Larraín,street,,broadleaved,tree,,,,,,,
-71.039662,-34.7097954,node/6313067983,node/6313067983,Chimbarongo,Carmen Larraín,street,,broadleaved,tree,,,,,,,
-71.0411337,-34.7080477,node/6313107689,node/6313107689,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Robinia,Robinia pseudoacacia,Falsa acacia de Japón,,,,
-71.0412176,-34.7079201,node/6313107690,node/6313107690,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Robinia,Robinia pseudoacacia,Falsa acacia de Japón,,,,
-71.0424054,-34.7073985,node/6313123740,node/6313123740,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,Prunus,Prunus cerasifera,Ciruelo Rojo,,,,
-71.0423181,-34.7074425,node/6313123741,node/6313123741,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,Prunus,Prunus cerasifera,Ciruelo Rojo,,,,
-71.0420897,-34.7074631,node/6313123742,node/6313123742,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,Prunus,Prunus cerasifera,Ciruelo Rojo,,,,
-71.0421479,-34.7074338,node/6313123743,node/6313123743,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,,,,,,,
-71.0420271,-34.7074884,node/6313123744,node/6313123744,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,,,,,,,
-71.0424651,-34.7075298,node/6313123745,node/6313123745,Chimbarongo,Manuel Blanco Encalada,garden,evergreen,broadleaved,tree,Quillaja,Quillaja saponaria,Quillay,Küllay,,,
-71.0422072,-34.7075056,node/6313131052,node/6313131052,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,Acer,Acer sp.,,,,,
-71.0420505,-34.7076376,node/6313131053,node/6313131053,Chimbarongo,Manuel Blanco Encalada,garden,evergreen,broadleaved,tree,,,,,,,
-71.0419731,-34.7076246,node/6313131054,node/6313131054,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,,,,,,,
-71.0417683,-34.7077291,node/6313131055,node/6313131055,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,,,,,,,
-71.0416384,-34.7076946,node/6313131056,node/6313131056,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Quillaja,Quillaja saponaria,Quillay,Küllay,,,
-71.0417881,-34.7077198,node/6313136499,node/6313136499,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Quillaja,Quillaja saponaria,Quillay,Küllay,,,
-71.0417503,-34.7077389,node/6313136500,node/6313136500,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,,,,,,,
-71.0415365,-34.7078519,node/6313136501,node/6313136501,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Quillaja,Quillaja saponaria,Quillay,Küllay,,,
-71.0416524,-34.7078706,node/6313136502,node/6313136502,Chimbarongo,Manuel Blanco Encalada,garden,,broadleaved,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0413142,-34.7078625,node/6313136509,node/6313136509,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,,,,,,,
-71.0412642,-34.7078839,node/6313136510,node/6313136510,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,,,,,,,
-71.0411101,-34.707971,node/6313137450,node/6313137450,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,,,,,,,
-71.0410667,-34.7078997,node/6313137451,node/6313137451,Chimbarongo,Manuel Blanco Encalada,garden,evergreen,needleleaved,tree,Pseudotsuga,Pseudotsuga menziesii,Pino Oregón,,,,
-71.0410506,-34.7078737,node/6313137452,node/6313137452,Chimbarongo,Manuel Blanco Encalada,garden,,broadleaved,tree,Cordyline,Cordyline australis,Dracena,,,,
-71.0409879,-34.7079493,node/6313139427,node/6313139427,Chimbarongo,Manuel Blanco Encalada,garden,,broadleaved,tree,,,,,,,
-71.0434205,-34.7067042,node/6313156608,node/6313156608,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Schinus,Schinus molle,Falso pimiento,,,,
-71.0434654,-34.7066792,node/6313156609,node/6313156609,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Schinus,Schinus molle,Falso pimiento,,,,
-71.0436082,-34.7065979,node/6313156610,node/6313156610,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Schinus,Schinus molle,Falso pimiento,,,,
-71.0435576,-34.7066293,node/6313156611,node/6313156611,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Schinus,Schinus molle,Falso pimiento,,,,
-71.0437228,-34.7065397,node/6313156612,node/6313156612,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Schinus,Schinus molle,Falso pimiento,,,,
-71.0436734,-34.7065711,node/6313156613,node/6313156613,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Schinus,Schinus molle,Falso pimiento,,,,
-71.0436992,-34.7065545,node/6313156614,node/6313156614,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Schinus,Schinus molle,Falso pimiento,,,,
-71.0436211,-34.7064554,node/6313156615,node/6313156615,Chimbarongo,Carmen Larraín,street,evergreen,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0431711,-34.7068297,node/6313156616,node/6313156616,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,,,,,,,
-71.0429812,-34.7069175,node/6313156617,node/6313156617,Chimbarongo,Manuel Blanco Encalada,street,,broadleaved,tree,,,,,,,
-71.0432616,-34.706682,node/6313156618,node/6313156618,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Acacia,Acacia dealbata,Acacia australiana,,,,
-71.0433527,-34.7066416,node/6313156619,node/6313156619,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Acacia,Acacia dealbata,Acacia australiana,,,,
-71.0433071,-34.7066618,node/6313156620,node/6313156620,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Acacia,Acacia dealbata,Acacia australiana,,,,
-71.0435938,-34.7065227,node/6313156621,node/6313156621,Chimbarongo,Manuel Blanco Encalada,street,evergreen,broadleaved,tree,Acacia,Acacia dealbata,Acacia australiana,,,,
-71.0435377,-34.7065141,node/6313156622,node/6313156622,Chimbarongo,Manuel Blanco Encalada,garden,evergreen,broadleaved,tree,Acacia,Acacia dealbata,Acacia australiana,,,,
-71.044442,-34.7094409,node/6313160834,node/6313160834,Chimbarongo,Miraflores,garden,evergreen,broadleaved,tree,Phoenix,Phoenix canariensis,Palmera Canaria,,,,
-71.043204,-34.7076318,node/6313166945,node/6313166945,Chimbarongo,Miraflores,garden,evergreen,broadleaved,tree,Phoenix,Phoenix canariensis,Palmera Canaria,,,,
-71.0451599,-34.710659,node/6313225297,node/6313225297,Chimbarongo,Miraflores,garden,evergreen,palm,tree,Phoenix,Phoenix canariensis,Palma canaria,,,,
-71.0438631,-34.7093539,node/6313225306,node/6313225306,Chimbarongo,Miraflores,garden,evergreen,needleleaved,tree,Araucaria,Araucaria heterophylla,Araucaria Excelsa,,,,
-71.0430161,-34.7080815,node/6313240354,node/6313240354,Chimbarongo,Carmen Larraín,street,,broadleaved,tree,,,,,,,
-71.0403783,-34.7038804,node/6313249251,node/6313249251,Chimbarongo,Miraflores,garden,,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0404331,-34.7038516,node/6313249252,node/6313249252,Chimbarongo,Miraflores,garden,,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0398233,-34.7038014,node/6313249254,node/6313249254,Chimbarongo,Miraflores,garden,evergreen,palm,tree,Phoenix,Phoenix canariensis,Palmera Canaria,,,,
-71.0397779,-34.7035689,node/6313249255,node/6313249255,Chimbarongo,Miraflores,garden,,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0398064,-34.7036083,node/6313249256,node/6313249256,Chimbarongo,Miraflores,garden,,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0397226,-34.7035455,node/6313249257,node/6313249257,Chimbarongo,Miraflores,garden,deciduous,broadleaved,tree,Betula,Betula pendula,Abedul,,,,
-71.0391878,-34.7027424,node/6313249258,node/6313249258,Chimbarongo,Miraflores,garden,,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0391156,-34.7027726,node/6313249259,node/6313249259,Chimbarongo,Miraflores,garden,,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0391311,-34.7027954,node/6313249260,node/6313249260,Chimbarongo,Miraflores,garden,,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
-71.0392001,-34.7027652,node/6313249261,node/6313249261,Chimbarongo,Miraflores,garden,,palm,tree,Washingtonia,Washingtonia filifera,Palma de Washington,,,,
