lat	lng	mag	time
47.49	-70.2142	1.8	1668192618977
38.8053322	-122.8130035	1.05	1668192542540
27.5382	56.1205	4.6	1668192248824
35898	-117.7158333	1.18	1668191054450
61.6833	-141761	1.5	1668190724135
38.7936667	-122.8093333	0.25	1668190296400
40.1705	-119.1353	0.9	1668189991768
27.4674	140.1445	4.6	1668189728781
41505	-112179	1.89	1668189661950
61422	-150.9086	2.3	1668189232951
34324	-116.8548333	0.97	1668189073830
60.2561	-152.6252	1.4	1668188607408
25029	128.7941	5.3	1668187944886
62.9597	-151013	1.9	1668187762413
19.2479991912842	-155.379669189453	2.02999997	1668187319170
38.8338318	-122.8164978	0.85	1668187308050
39.3461667	-122889	1.68	1668187173300
42.0546666666667	-122.861333333333	1.6	1668186408230
39215	-120.0791	0	1668186274512
39.1776	-119514	0	1668185791258
35.8081667	-121.3455	1.48	1668185787870
38.8373337	-122.8358307	0.86	1668185150860
31.61432081	-104.1222809	2.3	1668184750873
31.61789367	-104.1197469	2.3	1668183907740
61.2888	-150.9237	1	1668183761269
36.34483333	-97.03766667	1.56	1668183667160
41.5041667	-112.1753333	1.73	1668183442460
39.9688339	-122.9098358	1.82	1668183297870
18.0368333333333	-66.7818333333333	2.63	1668183204900
63.5777	-150.9546	1.7	1668183167992
19.3279991149902	-155.134826660156	2.43	1668182899170
37.2348333	-121.6158333	1	1668182766110
35.9823341	-120.9316635	1.83	1668182583730
36.1	-117.8773333	1.28	1668182558110
-0.0517	124.5858	4.6	1668181678162
38.7873344	-122.7693329	0.83	1668180499180
31.66896171	-104.2067183	2.1	1668180157760
19.2616672515869	-155.402496337891	2.06	1668180008410
-18702	-172.2634	4.6	1668179255667
-15.5941	-13.2375	5	1668178864779
38.8310013	-122.8184967	0.36	1668178719430
35.4095	-97.90633333	1.49	1668178501270
35974	-117.3213333	1.62	1668178037360
-18.5755	-172.4041	4.9	1668177778776
-15.5765	-13.1191	4.7	1668177331377
35.8643333	-117.6843333	0.87	1668177267930
19.1846675872803	-155.398162841797	1.71000004	1668177174000
17.9741666666667	-67.0088333333333	2.11	1668177116080
-15566	-13.3203	5.3	1668177112460
51.8045	-178.806833333333	0.94	1668176914950
38.8045006	-122.8089981	0.74	1668176848830
39.9088333	-123759	1.72	1668176723190
38.8100014	-122.7361679	0.7	1668176589050
62.3854	-151.4435	1.5	1668176494445
34.0425	-117.2145	1.23	1668175100490
-18.7269	-172.4265	4.4	1668174084745
31.3116	141.8153	4.3	1668173875652
37.3765	-122.2423333	1.01	1668173367210
17976	-66.9538333333333	2.3	1668173332560
19.1760005950928	-155.507995605469	1.71000004	1668173161910
-54924	-126.3307	4.4	1668172386815
62898	-148.8248	1.9	1668170365943
-8.6335	-71.4124	5	1668170086011
-18.6125	-172.4488	4.6	1668169522047
33.2678333	-115.9618333	1.36	1668168583510
36.2475014	-120.8413315	1.9	1668168505200
35.8905	-117.7288333	2.8	1668168335820
-17.7623	-172036	5.1	1668167853217
19.4913330078125	-155.662506103516	1.71	1668167841410
-19.0096	-171.7216	4.3	1668167409379
-3.8025	100.5394	5	1668166768832
61526	-146.5768	2.6	1668166145257
61.0462	-148.9211	1.7	1668165602728
35.7406667	-117.5646667	2.45	1668165514870
19.1569995880127	-155.506500244141	1.75	1668165399080
35.7415	-117.5666667	3.19	1668165379920
-18.5632	-172.4639	4.5	1668165067454
53.2001666666667	-168046	1.87	1668164681320
-13886	170.9298	4.9	1668164509274
35.7073333	-117.5178333	0.93	1668164170910
-19.3181	-172.1001	7.3	1668163725102
17.9646666666667	-66.7428333333333	2.19	1668163662040
27.6902	55.9954	4.2	1668162984517
61.2118	-146673	1.7	1668162968932
35.8175	-97.86683333	1.36	1668162935850
18.0326666666667	-66.7395	2.45	1668162104440
62.9668	-149.3255	1.4	1668162062670
-7.5003	127.8668	4.5	1668161792112
-28.6966	-67.4907	4.2	1668161699987
61.0468	-148.8642	1.1	1668161489703
60.4241666666667	-152.766833333333	-0.28	1668161312690
59.2977	-153.2234	2	1668161118377
38.8251648	-122.7851639	0.92	1668160550140
38.8266678	-122.786499	0.32	1668160538170
34.1211667	-117.4483333	0.98	1668160346590
36.53533333	-98.9635	1.15	1668160246799
64.2129	-150.9041	1.7	1668160215186
36.4944992	-121.0619965	1.46	1668160044070
62.1853	-150.0984	1.7	1668159746336
33.3545	-116.2723333	0.97	1668159606750
19.1513333333333	-66.4856666666667	3.12	1668159036350
46.8496666666667	-121.764666666667	0.27	1668158653560
46.8488333333333	-121767	0.69	1668158580800
62.5358	-150.9957	3.9	1668158390027
61.1358	-147.2565	1.6	1668158279711
59.3566666666667	-153.4535	0.58	1668158222620
33471	-116.7835	0.71	1668157810530
44.7856667	-111.2316667	1.06	1668157706210
59359	-153.416333333333	0.5	1668157440880
61.1205	-148.2699	1	1668157248358
46196	-122221	0.17	1668157078600
35.30566667	-97.99466667	1.39	1668156920010
37.6056671	-118.8249969	1.9	1668156735790
34.8876667	-118.9453333	1.15	1668156677210
38834	-123.0091667	1.13	1668156407970
61.3245	-146.5752	1.9	1668156131850
38.8296661	-122.8136673	1.18	1668155190160
61.7314	-150.6313	1.4	1668154376765
37645	-118.9735	-0.09	1668154077660
36.4276667	-89.4958333	2.07	1668153925680
41.1022	-118.2114	1.9	1668153253933
32.6853333	-115687	1.57	1668152481070
38.8391685	-122.8348312	1.57	1668151625640
51.6962	105.7673	4.4	1668151517380
58249	-155.080666666667	0.01	1668151398200
33.0551667	-115.5895	1.3	1668150912600
54.6835	-156.0237	3.6	1668150037407
37.5615005	-121.8335037	1.19	1668149944610
34.0056667	-118.2185	1.05	1668149517340
35.9873352	-120.5425034	1.74	1668149205310
37.5838333	-118.8261667	0.09	1668149097170
60.2762	-143.4186	0.9	1668149049953
38.838501	-122.8343353	0.86	1668148986350
37.0673333	-121.4965	0.79	1668147615130
35.30083333	-98.00566667	1.05	1668147512850
35.8008333	-90.1481667	2.5	1668147419080
38.831501	-122.8075027	1.44	1668147398430
19.1364994049072	-155.485504150391	1.87	1668147016780
36.3418333	-89434	3.19	1668146970860
55.3743333333333	-161.965166666667	0.95	1668146583580
60.1998	-151.1959	1.7	1668146361745
48.2241666666667	-121.673833333333	1.44	1668146308280
41.5065	-112178	0.92	1668146304700
19.1965007781982	-155.489166259766	2.04	1668146197200
60.4356	-152.7639	0.5	1668145615388
38.8333321	-122.7956696	0.91	1668145465840
57.7945	-157.4104	2.7	1668145436949
38.8326683	-122.8010025	2.34	1668145361580
38.8344994	-122.7945023	0.36	1668144898410
58.2543333333333	-155.0795	0.08	1668144884920
60304	-152.1867	1.1	1668144758021
38.8326683	-122.7941666	1.15	1668144713680
57.7881	-157.2877	2	1668144365182
48.6656666666667	-122.1935	1.93	1668144357350
19.4448337554932	-155.604827880859	1.75	1668143622540
17.9495	-66.9266666666667	3.09	1668143321640
63.1186	-147.8827	1.7	1668143171170
58.9117	-153.5717	1.6	1668142966574
31.65507312	-104.2265357	2.3	1668142538398
33.5266667	-116.7858333	0.11	1668142399460
35.6878333	-118.3866667	0.82	1668142378020
18.9061	145.1028	4.3	1668142277119
37.3066667	-121.6731667	1.01	1668141759120
61.9491	-151.5756	1.9	1668141695046
63.1584	-149.4869	1.6	1668141463382
35.70183333	-98.66416667	1.58	1668141436829
60.4241666666667	-152777	0.04	1668141005110
33.5035	-116.4896667	0.35	1668140421860
60.3536	-152.5404	1.5	1668140264668
31.10995141	-103.2439976	2.7	1668139695403
61.6112	-149.8433	1.1	1668139412884
59.1004	-151.9982	2.7	1668138893844
57128	-156.2729	1.8	1668138869024
38.8311653	-122.8470001	0.86	1668138656480
38.7798347	-122.7238312	0.67	1668138406060
35.29883333	-98.00033333	1.42	1668138327359
11.2466	-86.3823	4.1	1668138079201
19.1906661987305	-155.488662719727	2.75	1668136623560
34.95366667	-97642	0.85	1668136245899
35.0863333	-118.3835	1.36	1668136120240
36.7902	-115.9376	0.9	1668135123564
35.30116667	-97.99133333	2.07	1668134850879
38.8414993	-122.8766632	0.37	1668134823380
58.1795	-155.275333333333	0.12	1668134545130
39.0385	-123.0606667	1.18	1668134451110
61.3233	-146898	2	1668134401623
34.0466667	-116747	1.39	1668133855970
61.8515	-149.6121	1.7	1668133669810
63076	-150.7399	1.5	1668133192319
36.2261667	-117.8793333	0.8	1668133178820
19.1364994049072	-155.505828857422	1.85000002	1668132548590
34.8476667	-118.9785	1.42	1668131974340
44.8045	-110.7926667	0.08	1668131573310
19.2245	-64685	3.55	1668131276000
38.8303337	-122.8119965	0.36	1668130984460
13.9399	120.6962	4.9	1668130617109
39.3595	-123.2795	1.18	1668130492330
37566	-118.8148333	0.04	1668130362750
23.2668	94.2856	4.2	1668130335864
38.7610016	-122.7298355	1.15	1668129997610
19061	-64954	2.7	1668129563786
18.4418333333333	-66565	2.82	1668129179600
38.8353348	-122.8154984	0.85	1668128924320
33.8805	-116952	1.59	1668128771170
43.0153	146.8387	4.5	1668128646089
58.2335	-155179	0.22	1668128545880
19.170166015625	-155.494827270508	2.17000008	1668128524960
36.53516667	-98.96	0.73	1668128192189
19.457332611084	-155.600662231445	1.82000005	1668128115320
36.5385	-98963	1.57	1668128113019
36.54116667	-98.96333333	2.42	1668127962240
58.2385	-155.164333333333	-0.41	1668127933140
33.8723333	-117.7791667	0.78	1668127461160
37.0728333	-121141	1.47	1668126781740
46.85	-121.759833333333	0.6	1668126746100
18.9368	-64.6893	3.94	1668126674360
60.4246666666667	-152.770333333333	-0.19	1668126436470
17.9511666666667	-66.9503333333333	2.7	1668126382010
38.8351669	-122.815834	0.36	1668126236610
34034	-116.6993333	1.05	1668126033780
19.388334274292	-155.281661987305	2.01	1668125946550
45.8541666666667	-122.4575	0.85	1668125786730
-33.3017	-70.5382	3.8	1668125727004
39.2393	-120.6267	0.6	1668125565580
38.8348351	-122.7971649	0.36	1668125489840
60.8339	-152.4543	1.7	1668125413224
31.61841996	-104.1041482	2.1	1668125197481
60.0132	-152.1113	1.7	1668125138271
35.29466667	-98.00133333	1.06	1668124982870
19.4218330383301	-155.26432800293	1.85	1668124949600
47.5501666666667	-116.963166666667	1.89	1668124763640
38.8036652	-122.81633	0.63	1668124206840
33324	-116.9011667	0.96	1668123722170
35.2925	-97.99733333	1.6	1668123356770
34.72283333	-98.48466667	2.76	1668122748950
58257	-155.1487	0.6	1668122441559
10.2778	121.9494	4.5	1668122168391
38.8128319	-122.8066635	0.84	1668122040950
62235	-151.1591	2.1	1668122000529
31.61424255	-104.1138073	2	1668121758980
38.8008347	-122.8160019	0.35	1668121197220
57.8146	-157.3699	3.8	1668119800141
57.7699	-157.3284	3.4	1668119783967
36.9351	-117.5205	0.7	1668119747143
35.6256667	-117.4903333	2.02	1668119492400
38.8050003	-122.8168335	1.74	1668119210190
19.4215	-155.445333333333	0.57	1668119111230
57.4882	-156.5535	1.8	1668119031847
38.8248329	-122.854332	0.37	1668118720250
44.4683333333333	-122.819833333333	1.61	1668118664610
48859	-122.24	1.71	1668117953250
36.0066667	-117.8068333	1.37	1668117767150
59.9973333333333	-153.0955	-1.6	1668117727640
35.28966667	-98.0105	1.51	1668117424160
-23.4377	-179.2237	4.4	1668117020534
60.1645	-153.5822	0.8	1668116170585
19.2346666666667	-64.8018333333333	3.27	1668116160930
60.4664	-151254	2	1668115972516
40.1582	-119.1439	1.6	1668115848053
40.1511	-119.1817	1.7	1668115826758
38.8058319	-122.8170013	0.63	1668115698590
38.8061676	-122.8171692	0.86	1668115692330
40.1618	-119138	1.9	1668115235362
33.6713333	-116.7631667	0.62	1668114934110
19.2331657409668	-155.451995849609	2.01999998	1668114870250
35.28116667	-97.99566667	1.57	1668114799519
40.0684	-119.6331	0	1668114507339
38.8061676	-122.7781677	0.45	1668114253730
60.6878	-146.7408	2	1668114179331
19.4928340911865	-155.659164428711	1.84000003	1668113811260
58.2916666666667	-154.983666666667	0.31	1668113516460
36.0825	-117.8475	1.09	1668113383840
61.4417	-150817	1.8	1668112630540
35.41516667	-97.91233333	1.33	1668112391949
38.1685	-117.8718	1.8	1668112327933
39.3653	-119971	0.3	1668112075151
40.6105003	-124.4228363	2.04	1668111566100
31.63675373	-104.3754609	1.7	1668111054365
19.4969997406006	-155.649337768555	1.89999998	1668110804030
38.7876663	-122.7300034	0.21	1668110556290
35.5165	-118188	0.95	1668110192350
46.9671666666667	-122.254166666667	1.35	1668109403880
33223	-117.1638333	1.08	1668109026430
51.8591666666667	-177.828166666667	1.37	1668108708140
19.2556667327881	-155.394165039062	2.32	1668108253170
36.6884	-116.2801	-0.3	1668108219567
61.6299	-149.3975	2.7	1668108004683
46.9235	-121.911666666667	0.53	1668107125080
-4256	151.7922	4.5	1668106694343
59.8602	-153.6369	2.3	1668105876421
38.8355	-122.79	0.29	1668105656270
37.2419	-115.5729	1.3	1668105587015
18.0265	-66.7755	2.48	1668105429480
19296	-64.6766	3.89	1668105264130
39587	-119.0776	1.1	1668104145719
62.5023	-151.9072	2.1	1668103766227
18342	-66199	3.26	1668103645210
-4.1454	126.4874	4.3	1668103128122
19.2434997558594	-155.401504516602	1.84000003	1668103049140
43.8952	13.4271	4.3	1668102851786
58.1129	-155.5598	0.7	1668102841030
38.8353348	-122.7898331	0.36	1668102794920
61.5092	-147916	1.7	1668102748392
58216	-155.1586	0.6	1668102059606
63.8967	-148.7131	2	1668101121974
62.8157	-150.9685	2	1668100617737
33.3158333	-116.7661667	1.4	1668099802370
19.2201671600342	-155.397338867188	1.97000003	1668099775720
64.6999	-147.6866	1	1668099562018
19.2708339691162	-155.39616394043	2.17	1668099435620
33.2811667	-116079	2.06	1668099209940
39.5066667	-123.1278333	1.74	1668099004790
46.1988333333333	-122.1835	-0.1	1668098929540
35.8876667	-117.7076667	0.85	1668098857060
64.8697	-149.0713	1.5	1668098598171
46.3778333333333	-121.841166666667	1.32	1668098366510
33991	-118.34	1.63	1668097986550
65.5611	-153.7014	2.6	1668097961437
66.3815	-157.4143	3.1	1668097939291
17.9798333333333	-66.7996666666667	2.26	1668097769300
31.00023693	-103.4733842	1.8	1668097737274
54871	-162.5541	2	1668097126810
35291	-98.00916667	1.25	1668096928929
32.9401667	-115522	1.72	1668096151110
19.4051666259766	-155.323501586914	1.88	1668095247510
60.2617	-143.1838	1.2	1668095031082
61.5967	-148.2647	1.2	1668093682223
55.7526	162.3183	4.4	1668092743343
36.7954	-115.9673	0.5	1668092314849
63.4414	-146.2528	1.7	1668092170682
17.9186666666667	-66.8475	1.86	1668092019440
19.2021675109863	-155.507507324219	1.85000002	1668091371140
60.4571666666667	-152.753833333333	-0.41	1668090435700
35307	-98.02416667	1.41	1668089994109
60.4472	-147.4001	2.1	1668089989094
58.2364	-155.2048	1.3	1668089761700
61704	-150.2665	2	1668089468728
37.1601	-117.3797	0.9	1668089295215
18.0495	-66996	1.75	1668089058770
58.2403333333333	-155105	0.68	1668088522110
61.2807	-146.7852	2.1	1668088410639
62.0852	-151.18	2	1668087744808
36.4081667	-89.5426667	1.91	1668087466920
-18.2533	168.5877	4.6	1668087178153
38.8085	-122735	2.61	1668086983910
35.2895	-98.0025	1.38	1668086639000
58172	-155.2504	1.8	1668086150124
46.8461666666667	-121.9345	0.19	1668085984080
19.492000579834	-155.650161743164	1.73000002	1668085879250
64.9381	-148.5997	1.4	1668085833267
35.71283333	-98.66366667	1.62	1668085816010
47.9415	-122.380333333333	1.64	1668085506350
61.1338	-147.4295	1.8	1668084216017
62.5097	-151.3134	2.3	1668083865122
58169	-155.353166666667	0.44	1668083709630
59.2305	-151.5201	1.4	1668083518339
38.1779	-117.8726	2.4	1668083166457
63.4942	-151.2349	1.2	1668082908524
62.8151	-150.0253	1.5	1668082717678
35288	-98.0045	1.59	1668082660920
63.3563	-151121	1.8	1668082222938
36.7855	-115891	0.4	1668082093850
39.4778333	-123.1136667	1.54	1668081895820
39234	-120.0835	-0.2	1668081879337
30.88444573	-103.5877274	2.1	1668081839392
34.0635	-117519	1.24	1668081695440
36.7113	-116.2986	-0.4	1668081380996
34.2345	-117.4565	0.91	1668081369890
39478	-123.1121667	1.93	1668081343270
39.9715	-120.1461	0.8	1668081224446
19.2450008392334	-155.386993408203	2	1668080567880
63.3321	-149.0663	2.5	1668079255572
40.3495	-121.3043333	1.79	1668079015740
64.8144	-149.1147	1.4	1668078356343
36.0078333	-117.8038333	0.97	1668078196550
62.2177	-151.0604	2.1	1668078067429
19.4193325042725	-155.606506347656	1.75999999	1668078045030
38.7903333	-122.7493333	0.74	1668077909800
39.2778333	-122818	1.68	1668076919460
60.3368	-143.1159	2.4	1668076735784
-14.8333	166.7952	5.2	1668075937159
37.2013333	-121.8788333	0.86	1668075549890
-15.7581	-177.9677	4.5	1668075444903
60.5863	-152.5816	0.1	1668075416604
44.6593333	-110.7083333	-0.07	1668074768070
44.6343333	-110.6503333	0.16	1668074753000
63.0736	-150.4841	2.4	1668074566030
35.0415	-119009	1.84	1668074551420
62.1377	-151.2704	1.5	1668074400566
44635	-110.6743333	1.62	1668074064330
60.8418	-152.5134	2.2	1668073786919
35407	-97.89316667	2.07	1668073739200
60.7812	-152.6466	3.5	1668073544523
34.8623333	-116348	1.38	1668072961300
-25.5513	-176.9048	4.4	1668072506340
44.7805	-110823	1.01	1668071667050
18.1876666666667	-65.7576666666667	2.34	1668071307800
58.2336666666667	-155.174166666667	-0.01	1668070925790
36.5396667	-89.6466667	1.8	1668070644710
32.9598333	-115.8728333	1.36	1668070484960
17.9653333333333	-66.9845	2.24	1668070060440
66.3218	-156992	2.7	1668068943276
58.7928	-137.4454	2.8	1668068445004
40.0818	-119.6779	-0.2	1668068173762
37.5999985	-122.4663315	1.08	1668067982130
64829	-148.7126	1.2	1668067805556
46.3156666666667	-122.2195	0.19	1668067380680
19.4869995117188	-155.655334472656	1.96000004	1668067338460
59.7244	-152.9434	1.8	1668067155357
33.4626667	-116588	1.18	1668066661120
35.29683333	-98.00866667	1.27	1668066580479
19.1518325805664	-155.493835449219	2.01999998	1668065910220
36.9831667	-121.6403333	0.89	1668065311820
38414	-112.8175	0.76	1668065287210
36.5915	-116.2163	-0.2	1668065171994
19.4088325500488	-155.295333862305	2.01999998	1668065016460
63.0593	-151.4975	1.8	1668063709617
40.4635	-125.6411667	3.28	1668063370200
39.4097	-119.9364	0.4	1668062749656
19.3566665649414	-155.103332519531	1.74	1668062330840
58.2128	-155.3151	1.3	1668061622048
58.2335	-155.104166666667	0.48	1668061472990
58.2258333333333	-155.114333333333	-0.36	1668061459170
58.2306666666667	-155.094833333333	0.5	1668061388190
35.29316667	-97.99733333	1.27	1668061312020
17.9113333333333	-66891	2.04	1668061114970
61947	-149.8664	1.9	1668060815237
31.61005255	-104.3069072	2.7	1668060264936
59.6252	-152.0189	2.1	1668060115905
4208	96.4141	4.5	1668059787688
33.4756667	-116.5073333	1.16	1668058754990
33.4783333	-116.5045	0.71	1668058744580
39356	-119.9702	1	1668058702286
58.2135	-155.172166666667	-0.21	1668057910630
58.2228333333333	-155.183333333333	0.05	1668057900290
19.4933333333333	-155.657666666667	1.02	1668057885570
59.5206	-152.6223	2	1668057793813
58.2235	-155.196833333333	0.56	1668057492180
58.2221666666667	-155.197666666667	0.29	1668057468610
62.1502	-145.5812	1.9	1668057375193
58.2224	-155.1908	1	1668057026121
17.9558333333333	-66875	1.95	1668056992680
58.2291	-155.1869	1.8	1668056677835
28411	94.3666	5.4	1668056467520
19502	-155.6565	0.63	1668056271700
38.6937	42.5508	4.2	1668056253070
19.4975	-155.661833333333	0.8	1668056051180
59.9928333333333	-153.111833333333	-1.22	1668055808100
17.9971666666667	-66807	2.32	1668055743310
19.4996666666667	-155.674166666667	0.6	1668055728760
37.6098333	-118.8265	0.74	1668055411610
19.5046666666667	-155.6725	0.75	1668055229980
19.4156665802002	-155.260330200195	2.1500001	1668055217550
19.4901666666667	-155.659833333333	1.38	1668054993630
44698	-110.0281667	1.8	1668054944960
36835	-115.4839	1.1	1668054121078
37291	-116.0466	0	1668054095707
19.4893333333333	-155.658333333333	3.58	1668054080560
19.4918333333333	-155.658333333333	1.02	1668053972700
63.4352	-146.1587	2.1	1668053709414
31.61393857	-104.2698179	2.1	1668053689957
35.5148333	-118.1881667	1.15	1668053646430
19.4916666666667	-155.659333333333	1.29	1668053169310
40.1495	-119149	1.4	1668053133540
35.64	-117.4618333	1.27	1668052674910
-6.5229	129.8651	4.6	1668052076768
19.4956666666667	-155.6635	1.05	1668052042740
19.4928333333333	-155.656333333333	2.15	1668051921480
19.4908333333333	-155.656166666667	2.12	1668051832650
35916	-117.7165	0.96	1668051792640
46917	-121.9085	0.19	1668051635320
18.4649	146.4206	4.6	1668051216674
19.4953333333333	-155.664166666667	1.65	1668051015720
41.1053333	-111388	1.56	1668050481450
-23.1191	-179.8238	4.4	1668050095241
35.0668333	-118.3293333	1.25	1668049570200
63.0187	-150.4051	1.6	1668049316126
41.5801667	-112.4203333	1.31	1668049138240
33.0043333	-116.2848333	1.13	1668048944220
60.5706	-141.5916	2.2	1668048584562
18.3845	-67.4155	2.92	1668048397100
63.7312	-150.3657	2.1	1668048365364
40.1552	-119.1575	1.1	1668048002984
40.1652	-119.1481	1	1668047875678
19.1823329925537	-155.482833862305	1.92999995	1668047715620
40.1488	-119.1397	2.5	1668047653443
18.0188333333333	-66.8398333333333	2.32	1668047550540
35.75533333	-97.90116667	1.66	1668047015380
19.4921666666667	-155.654833333333	1.97	1668046677100
33.22	-116746	0.81	1668046624040
40.1524	-119.1452	1.6	1668046600805
19.492000579834	-155.654006958008	1.74000001	1668046471870
20.2618	120.1004	4.2	1668046125747
55.4769	-158.4482	2.4	1668046043766
35.8368333	-118.3425	1.66	1668045860550
46.5816666666667	-121.701333333333	1.56	1668044902140
61264	-146839	3.4	1668044265085
38.8456667	-122.8171667	1.01	1668043732540
63.2238	-150.6625	1.8	1668043371906
35.5039	141.6456	4.4	1668043368609
60038	-153.084833333333	-0.4	1668043269080
38.8238333	-122.7873333	0.47	1668042251540
37.5328	-117.5915	1.5	1668042016706
36.5817	-116.2243	0.2	1668041280605
61.2694	-150.0581	1.9	1668040576233
35.6096667	-117.4765	1.6	1668040516420
64705	-149063	1.5	1668040029816
56.7169	-157101	3	1668038995951
65.0214	-147.0324	1.7	1668038936517
40.1662	-119.1438	2.5	1668038803616
37.4205	-118.3818333	1.49	1668038516270
31.62369132	-104.1339049	2	1668038202250
38973	-111.3006667	1.46	1668037845450
29.3886	81.1644	4.1	1668036482709
38.1318	-117.9964	1.9	1668036188300
32.5553333	-117.1178333	1.49	1668035914410
17.9415	-66.9756666666667	2.14	1668035764840
39417	-119.9376	0.6	1668035270887
33.3875	-116.2856667	0.9	1668035101470
31.5633333	-115.6926667	2.97	1668034587510
63.0323	-151.5654	2	1668034062166
49.1026666666667	-122134	1.51	1668033445470
61.0773	-152.6823	2.1	1668032567278
33.7973333	-116.0926667	1.13	1668031176200
58.2705	-155.1107	0.4	1668030944335
34944	-97.62583333	2.71	1668030679190
-18.2379	-69.7831	4.2	1668029622274
36.6813316	-121.3641663	1.25	1668029250100
31.60874137	-104.110547	1.9	1668028717069
40054	-119.6886	0.7	1668027923225
7.3382	94.2276	4.7	1668027552029
17.9635	-66.9621666666667	2.08	1668026861600
19.3901666666667	-155.251666666667	2.12	1668026650550
33.7966667	-116.0903333	1.2	1668026361650
33.7956667	-116.0893333	2.37	1668026282400
33.7998333	-116.0928333	1.31	1668026183440
33.7971667	-116.0908333	1.43	1668026176770
33.7955	-116.0913333	1.33	1668025998190
17.9573333333333	-66.9615	2.48	1668025938960
40.5950012	-123.564003	1.63	1668025840680
36.9838333	-112.9431667	1.78	1668025771650
37012	-119.8093333	2.12	1668025580370
18.0163333333333	-67.0071666666667	1.94	1668024587620
18.0231666666667	-66.7586666666667	2.4	1668024251490
19.1473331451416	-155.498168945312	2.26999998	1668023977870
40.0842	-119.0736	1.8	1668023553366
40.1558	-119.1442	1.7	1668023301566
40155	-119.1376	1.9	1668023123108
33.7161667	-117063	0.62	1668022239680
33.4185	-116.3635	1.07	1668022097270
45.5393333333333	-124013	0.67	1668021557400
31.66752096	-104.3794981	2	1668021313834
36743	-121.5961685	1.35	1668020854630
62.6527	-149.7172	1.7	1668020363099
51852	-177.99	1.38	1668020284770
-25.9393	178.5721	4.8	1668019264019
17.9815	-66.9316666666667	1.92	1668018763580
36.2205	-89.4108333333333	1.46	1668017393720
38.8066673	-122.7939987	0.34	1668016543250
-26.0659	178.4544	5.1	1668016186239
-10.9793	113356	4.8	1668015706331
33.2173333	-116744	0.98	1668015590370
19.4431	-66.3378	3.69	1668014986540
62.9491	-150.8237	1.7	1668014191686
38.7876663	-122.7669983	0.79	1668014132840
17.9825	-66973	1.85	1668013715750
17.9546666666667	-66.9106666666667	2.51	1668013097040
46.8616666666667	-121.750666666667	0.05	1668013037450
51.2419	-177.8712	4	1668013032481
-26.1756	178.3991	4.3	1668012934874
37.9129982	-122.0821686	1.37	1668012916890
38.8286667	-122.7998333	0.44	1668012908170
51.8476666666667	-177.986166666667	1.34	1668012866620
51.8503333333333	-177992	1.35	1668012854490
60.7742	-149403	1.9	1668012783521
47.5738333333333	-124.190833333333	1.36	1668012740190
19.1816673278809	-155.494338989258	2.22000003	1668012079440
51.8585	-177.995333333333	0.99	1668011684320
62.0481	-148.2703	1.8	1668011658352
-20.3302	-177.6724	4.5	1668011514718
60.1536	-151.3589	2.2	1668011374083
38.8291664	-122.8056641	0.35	1668010786470
61.33	-152.2485	-0.23	1668008908470
33.4835	-116.5576667	0.75	1668007601760
35.40533333	-97.89516667	1.71	1668007405000
35906	-90.0045	1.7	1668007267120
64.9484	-148.9899	1.3	1668007119257
38.3416	-118.9164	1.8	1668006650521
44.7761667	-110.9981667	0.27	1668006514310
60126	-141174	1.7	1668005685161
35.9083333	-90.0136667	2.43	1668005514640
40.1557	-119.1427	1.3	1668005242894
37.4438333	-119.0146667	0.86	1668005017460
40.1535	-119.1558	1.3	1668004849390
38.8129997	-122.7946701	0.58	1668004137600
47.4436666666667	-121.7665	1.5	1668003999720
49039	-120951	2.17	1668003245400
40.1645	-119.1438	1.4	1668003086553
35914	-117.7135	2.14	1668003053670
49.0451666666667	-120.949666666667	2.03	1668002800090
40165	-119.1455	1.4	1668002322537
37.0758333	-121835	0.93	1668001929400
40.1633	-119.1358	2.6	1668001728770
40.1601	-119.1444	1.7	1668001630372
40.1617	-119.1423	2.2	1668001580871
52.3368333333333	-174159	0.38	1668000506610
36686	-116.3051	-0.1	1668000426701
40.1601	-119.1471	1.3	1667999067518
19.3793	-66345	3.61	1667998804720
38.8406677	-122.8768311	0.35	1667998756170
40.1534	-119.1631	1.7	1667998526206
65.2229	-151.2157	0.9	1667998487123
58.5439	-152.2708	2.4	1667998471639
49.3132	156.1217	4.4	1667998298285
18.0476666666667	-66.8458333333333	1.9	1667998242030
40.1579	-119.1428	1.3	1667998133008
58.2388333333333	-155.056666666667	-0.19	1667997802520
38.8136673	-122.7873306	0.84	1667997657020
34949	-97.62016667	1.37	1667997279250
34096	-118284	1.31	1667997077160
40.1567	-119.1549	1.2	1667996882344
40.1615	-119.1415	1.6	1667996585184
19.1596660614014	-155.367172241211	2.33	1667995839700
51.4773	-178.7779	3	1667995749459
35.40783333	-97.90216667	1.16	1667995423369
51.7861666666667	-178.730333333333	0.79	1667995405510
19.1048336029053	-155.42366027832	2.00999999	1667994366200
38.1123333	-121.9431667	1.45	1667994328630
36.7637	-116.0386	0.2	1667993859779
35.40566667	-97.90016667	1.34	1667993789910
38.8076668	-122.8161697	0.88	1667993654190
63.0066	-151.5922	1.5	1667992843924
35.6658333	-117.4691667	1.24	1667992576350
33.4856667	-116.7435	1.4	1667991897710
60.4592	-147378	2	1667991428003
60.0677	-152.4867	2.7	1667991122549
