lng,lat
-71.040967,-34.7081393
-71.0409276,-34.7080624
-71.0405681,-34.7085826
-71.0408537,-34.7084419
-71.0408183,-34.708824
-71.0409686,-34.7088255
-71.0413298,-34.7092213
-71.0416404,-34.709611
-71.041598,-34.709553
-71.0415513,-34.7095018
-71.0416969,-34.7094983
-71.0417812,-34.7088071
-71.0418436,-34.7087653
-71.0419403,-34.708714
-71.0416329,-34.708775
-71.0416829,-34.7087452
-71.0409476,-34.7085619
-71.0417334,-34.7087177
-71.0419686,-34.7086029
-71.0419134,-34.7084964
-71.0430203,-34.7081674
-71.0427588,-34.7082913
-71.041721,-34.7085092
-71.0428034,-34.7081972
-71.0427452,-34.7082283
-71.0427306,-34.7081545
-71.04233,-34.7085131
-71.0420776,-34.7084907
-71.0421126,-34.7086303
-71.0420338,-34.708517
-71.0423557,-34.7085993
-71.0421699,-34.7086012
-71.0414699,-34.7086347
-71.041653,-34.7086682
-71.0415453,-34.708826
-71.041279,-34.7088288
-71.0415127,-34.7094459
-71.0413621,-34.7088094
-71.0412992,-34.7087817
-71.0412171,-34.7088114
-71.0411759,-34.7087458
-71.0411408,-34.7086622
-71.0412539,-34.7086809
-71.0412592,-34.7087408
-71.0408849,-34.7089327
-71.040777,-34.7089118
-71.0402178,-34.7074917
-71.0401731,-34.7075439
-71.0402545,-34.7076394
-71.0403014,-34.7078862
-71.0401647,-34.7078427
-71.0401045,-34.7077579
-71.0405693,-34.7079652
-71.0406345,-34.7080314
-71.0405794,-34.708689
-71.0407549,-34.7088552
-71.0388016,-34.7091086
-71.0387392,-34.7090309
-71.0388984,-34.7092608
-71.0390039,-34.7093932
-71.0389323,-34.7093057
-71.0408741,-34.7088188
-71.0407062,-34.7088376
-71.0387871,-34.7093714
-71.0389868,-34.7091429
-71.0408222,-34.7090145
-71.0407413,-34.7090007
-71.0406787,-34.7089932
-71.0406131,-34.7089806
-71.0405566,-34.709012
-71.0406314,-34.709027
-71.0406695,-34.7090634
-71.0407016,-34.7090321
-71.0407123,-34.7090741
-71.0407718,-34.7090239
-71.0406663,-34.7091262
-71.0404398,-34.7091529
-71.0403637,-34.7091583
-71.0403274,-34.7092155
-71.0402884,-34.709285
-71.039059,-34.7091076
-71.0388947,-34.7091787
-71.0391218,-34.709074
-71.0391473,-34.7090613
-71.0389718,-34.7090486
-71.0393743,-34.7089563
-71.0393831,-34.7088423
-71.0392604,-34.7089028
-71.0392744,-34.7090037
-71.0392061,-34.7090362
-71.0392061,-34.7089281
-71.0391526,-34.7089598
-71.0390553,-34.7090073
-71.0389411,-34.7090688
-71.0390854,-34.7089896
-71.0393943,-34.7086948
-71.0393564,-34.7086452
-71.0393192,-34.7085904
-71.0393355,-34.7086121
-71.0392844,-34.7085465
-71.0392242,-34.7083122
-71.0390152,-34.7080157
-71.0390454,-34.7082308
-71.0388249,-34.7077703
-71.0375407,-34.7073531
-71.0372274,-34.707271
-71.0373909,-34.7075132
-71.0375037,-34.7075996
-71.0375412,-34.7076459
-71.0375677,-34.707751
-71.0370379,-34.7069402
-71.0369924,-34.7069285
-71.0400629,-34.7106315
-71.0405654,-34.7103702
-71.0401986,-34.7105678
-71.0402931,-34.7105172
-71.0404069,-34.7104582
-71.0401253,-34.7106925
-71.0402695,-34.7106038
-71.0401953,-34.7106468
-71.0404214,-34.7105255
-71.040798,-34.7103298
-71.041124,-34.7110115
-71.0406951,-34.7106038
-71.040804,-34.7107112
-71.0406325,-34.7111818
-71.0407117,-34.7106256
-71.040826,-34.710738
-71.0408644,-34.7110252
-71.0413589,-34.7112777
-71.0414806,-34.7114802
-71.0415228,-34.7114509
-71.0415496,-34.7117965
-71.0413385,-34.7120598
-71.0420494,-34.7119158
-71.0420775,-34.7119593
-71.0421941,-34.7118077
-71.0419063,-34.7115718
-71.0419501,-34.7117934
-71.0424761,-34.711223
-71.0420296,-34.7116204
-71.0420942,-34.7115796
-71.0423667,-34.7114318
-71.0427647,-34.7112277
-71.0427011,-34.7112585
-71.0426589,-34.7112832
-71.0426205,-34.7113147
-71.0425662,-34.7113417
-71.0425109,-34.7113679
-71.043046,-34.7110875
-71.0431584,-34.711026
-71.0432408,-34.7110922
-71.0432614,-34.711029
-71.0430076,-34.7109921
-71.0431294,-34.7109313
-71.0430666,-34.7109636
-71.0431316,-34.7110943
-71.0433772,-34.7109097
-71.0434505,-34.710874
-71.0433494,-34.7108118
-71.0434009,-34.7107802
-71.0437128,-34.7107225
-71.043647,-34.7107549
-71.0435786,-34.7107935
-71.0434461,-34.7110338
-71.0441657,-34.7104705
-71.044102,-34.7105162
-71.0445635,-34.710173
-71.0445241,-34.7101963
-71.0444714,-34.7102275
-71.0444011,-34.7102616
-71.0443098,-34.710317
-71.0443491,-34.7102939
-71.0440538,-34.7104486
-71.0439008,-34.7105106
-71.0439834,-34.7104771
-71.0436274,-34.7106636
-71.0436634,-34.7106347
-71.0437574,-34.7105914
-71.043718,-34.7106137
-71.0454241,-34.710302
-71.0454087,-34.7113895
-71.0452929,-34.7114479
-71.0452337,-34.7113657
-71.0451975,-34.7113898
-71.0451685,-34.7114074
-71.0450773,-34.7114437
-71.0471538,-34.7132821
-71.0472226,-34.7132395
-71.0472999,-34.7131976
-71.0474746,-34.7130882
-71.0475972,-34.7130166
-71.0477888,-34.7129125
-71.0477288,-34.7129463
-71.0478139,-34.7130186
-71.0476724,-34.7129765
-71.0475643,-34.7130439
-71.0475252,-34.7130661
-71.0475502,-34.7131434
-71.0474134,-34.7131958
-71.0473437,-34.7132436
-71.0475794,-34.7131962
-71.0472446,-34.7132876
-71.0473685,-34.7132437
-71.0404659,-34.7088336
-71.0403761,-34.7088138
-71.0404065,-34.7088063
-71.0407321,-34.7088027
-71.0406736,-34.7088707
-71.0407457,-34.7088044
-71.0408546,-34.7092939
-71.0408783,-34.7092764
-71.0408999,-34.709263
-71.0409313,-34.7092459
-71.0409606,-34.7092289
-71.0417951,-34.7097995
-71.0418189,-34.7098363
-71.0418502,-34.7098754
-71.0418837,-34.7099128
-71.0405193,-34.7099766
-71.0404555,-34.7098886
-71.0403782,-34.709793
-71.040303,-34.7096953
-71.0403301,-34.7097366
-71.0406003,-34.7100871
-71.0400338,-34.7096059
-71.039914,-34.7096658
-71.0399705,-34.709634
-71.0398648,-34.7096925
-71.0405171,-34.7087677
-71.0398093,-34.7097187
-71.0397803,-34.7097356
-71.0397043,-34.7097771
-71.0397999,-34.7103766
-71.0393077,-34.7097975
-71.0392744,-34.7097504
-71.0392406,-34.7097029
-71.0391707,-34.7096162
-71.0391269,-34.709554
-71.0391368,-34.7095699
-71.0389662,-34.7093486
-71.0397916,-34.7098888
-71.0396278,-34.709904
-71.0397178,-34.7098691
-71.0397571,-34.709848
-71.039534,-34.7098593
-71.0395733,-34.7098345
-71.039662,-34.7097954
-71.0411337,-34.7080477
-71.0412176,-34.7079201
-71.0424054,-34.7073985
-71.0423181,-34.7074425
-71.0420897,-34.7074631
-71.0421479,-34.7074338
-71.0420271,-34.7074884
-71.0424651,-34.7075298
-71.0422072,-34.7075056
-71.0420505,-34.7076376
-71.0419731,-34.7076246
-71.0417683,-34.7077291
-71.0416384,-34.7076946
-71.0417881,-34.7077198
-71.0417503,-34.7077389
-71.0415365,-34.7078519
-71.0416524,-34.7078706
-71.0413142,-34.7078625
-71.0412642,-34.7078839
-71.0411101,-34.707971
-71.0410667,-34.7078997
-71.0410506,-34.7078737
-71.0409879,-34.7079493
-71.0434205,-34.7067042
-71.0434654,-34.7066792
-71.0436082,-34.7065979
-71.0435576,-34.7066293
-71.0437228,-34.7065397
-71.0436734,-34.7065711
-71.0436992,-34.7065545
-71.0436211,-34.7064554
-71.0431711,-34.7068297
-71.0429812,-34.7069175
-71.0432616,-34.706682
-71.0433527,-34.7066416
-71.0433071,-34.7066618
-71.0435938,-34.7065227
-71.0435377,-34.7065141
-71.044442,-34.7094409
-71.043204,-34.7076318
-71.0451599,-34.710659
-71.0438631,-34.7093539
-71.0430161,-34.7080815
-71.0403783,-34.7038804
-71.0404331,-34.7038516
-71.0398233,-34.7038014
-71.0397779,-34.7035689
-71.0398064,-34.7036083
-71.0397226,-34.7035455
-71.0391878,-34.7027424
-71.0391156,-34.7027726
-71.0391311,-34.7027954
-71.0392001,-34.7027652
-71.0396088,-34.7024606
-71.0395623,-34.7024825
-71.0409866,-34.7051615
-71.0404898,-34.7045241
-71.0405512,-34.7045868
-71.0408332,-34.7045714
-71.0403223,-34.7040917
-71.0393922,-34.7021303
-71.0380496,-34.7004974
-71.0381376,-34.7004529
-71.038172,-34.7004338
-71.0382553,-34.7003936
-71.0382095,-34.700159
-71.0380023,-34.6998656
-71.0379149,-34.6999062
-71.0375918,-34.7000323
-71.0376713,-34.6999957
-71.0378239,-34.6999457
-71.0375602,-34.7000827
-71.0376102,-34.7001425
-71.0376429,-34.7001929
-71.0376976,-34.7002571
-71.0377831,-34.7002567
-71.0378647,-34.700217
-71.0377756,-34.7003473
-71.0378594,-34.7003039
-71.0379492,-34.700253
-71.0380512,-34.7002058
-71.0380043,-34.7002319
-71.0378179,-34.7003995
-71.0383388,-34.700325
-71.0383033,-34.7002765
-71.0381447,-34.7000508
-71.0381224,-34.7000062
-71.0379608,-34.7001447
-71.0380671,-34.6997434
-71.0380467,-34.6997069
-71.0380301,-34.6997597
-71.0379759,-34.6997792
-71.0379152,-34.6998105
-71.0378658,-34.6998331
-71.0378155,-34.6998534
-71.0377775,-34.6998776
-71.0377243,-34.6999002
-71.0376674,-34.699926
-71.037617,-34.6999533
-71.0374813,-34.6999377
-71.0376227,-34.6998479
-71.03758,-34.699869
-71.0379209,-34.6997207
-71.0378629,-34.6997441
-71.037088,-34.6998542
-71.0371203,-34.6998931
-71.0371547,-34.6999514
-71.0371763,-34.7001065
-71.0371282,-34.7000279
-71.0371877,-34.6999897
-71.0382413,-34.7016234
-71.0380603,-34.7016285
-71.038002,-34.7015638
-71.0379752,-34.701288
-71.0379538,-34.7012661
-71.0378934,-34.7013496
-71.0378824,-34.7014019
-71.0378681,-34.7012896
-71.0378175,-34.7012832
-71.0373363,-34.7014378
-71.0379751,-34.7011932
-71.0381324,-34.701454
-71.0380877,-34.7013699
-71.0378314,-34.701577
-71.0410263,-34.7030506
-71.0419984,-34.7018237
-71.0345812,-34.712818
-71.0342279,-34.7123585
-71.0340284,-34.7121647
-71.0341269,-34.7122253
-71.0335234,-34.711436
-71.0335723,-34.7114969
-71.033659,-34.7114646
-71.0336717,-34.7115028
-71.0337225,-34.7115111
-71.0337746,-34.711625
-71.0338361,-34.7115235
-71.0336101,-34.7115801
-71.0338257,-34.7116354
-71.0337883,-34.7117669
-71.0339222,-34.7117306
-71.0339249,-34.7119439
-71.0339142,-34.7119273
-71.0338918,-34.7118926
-71.0340244,-34.7118818
-71.0340688,-34.7119359
-71.0339805,-34.7118351
-71.0338375,-34.7124361
-71.0340497,-34.7123008
-71.0336957,-34.7125134
-71.0342112,-34.7123382
-71.0342575,-34.7123981
-71.0342416,-34.7123787
-71.0343378,-34.7124049
-71.0346743,-34.7129543
-71.0347079,-34.7129983
-71.0346797,-34.713043
-71.0346081,-34.7129674
-71.0384541,-34.7111492
-71.0386369,-34.7113527
-71.0388812,-34.7112294
-71.0383902,-34.711383
-71.0371665,-34.7103917
-71.0371592,-34.7104288
-71.0378711,-34.7104958
-71.0372686,-34.7103638
-71.0368793,-34.709813
-71.0372954,-34.7103877
-71.036357,-34.7100796
-71.0366004,-34.7103423
-71.0367472,-34.7106845
-71.0367719,-34.7106753
-71.0367202,-34.7106998
-71.0366691,-34.7107261
-71.0360344,-34.711273
-71.0361974,-34.7114732
-71.0361513,-34.7114057
-71.0360562,-34.7113068
-71.0363147,-34.7116319
-71.0365128,-34.7123474
-71.0372388,-34.7120719
-71.0372858,-34.7119534
-71.0373036,-34.7120376
-71.0375619,-34.7118063
-71.0374835,-34.7118442
-71.03745,-34.7118614
-71.0376446,-34.711913
-71.0376824,-34.7118827
-71.0377371,-34.7118176
-71.0376661,-34.7117524
-71.0375918,-34.7118901
-71.0379472,-34.7117052
-71.038259,-34.7115295
-71.0378524,-34.7117601
-71.0380477,-34.7115593
-71.0380999,-34.711531
-71.038203,-34.711474
-71.037894,-34.7115827
-71.0381346,-34.7116575
-71.0386042,-34.7112568
-71.0386035,-34.7112243
-71.0385684,-34.7112404
-71.0385341,-34.7112571
-71.0383547,-34.7108963
-71.0383816,-34.7109312
-71.0384142,-34.7109708
-71.0384452,-34.7110083
-71.0384795,-34.7110573
-71.0383481,-34.711064
-71.0383832,-34.7110982
-71.0382576,-34.7109446
-71.0383122,-34.7109118
-71.0382323,-34.7111378
-71.0381474,-34.7110325
-71.038167,-34.7110573
-71.0381262,-34.7110077
-71.0322676,-34.6973646
-71.0322172,-34.6973905
-71.0321519,-34.6974188
-71.0320951,-34.697448
-71.0320304,-34.6974767
-71.032035,-34.6974207
-71.0321484,-34.6973674
-71.0319513,-34.697439
-71.0321077,-34.6975954
-71.0322349,-34.6975309
-71.0321794,-34.6975601
-71.0323581,-34.697473
-71.0323564,-34.6974814
-71.0324194,-34.697448
-71.0314535,-34.6967632
-71.0313721,-34.6966462
-71.0312991,-34.6965378
-71.0321057,-34.6973013
-71.0320178,-34.6971183
-71.0320596,-34.6971842
-71.032082,-34.6972162
-71.0324782,-34.6967315
-71.0316267,-34.6970214
-71.0317065,-34.6971384
-71.0317765,-34.6972338
-71.0318707,-34.6973533
-71.0318918,-34.6977111
-71.032403,-34.6973301
-71.0325079,-34.6972845
-71.0324462,-34.6973161
-71.0332685,-34.6969116
-71.0332154,-34.6969417
-71.0331574,-34.6969719
-71.0330572,-34.6970091
-71.0331949,-34.6970281
-71.0332734,-34.696993
-71.0321294,-34.6970714
-71.032186,-34.6971584
-71.0321594,-34.6971162
-71.0323083,-34.6973158
-71.0322738,-34.6972655
-71.0322352,-34.6972207
-71.0320942,-34.6972427
-71.031983,-34.6971549
-71.0320163,-34.6971991
-71.0320547,-34.6972468
-71.0319677,-34.6974725
-71.0325066,-34.6974422
-71.0325245,-34.6974708
-71.0324916,-34.6974172
-71.0326707,-34.6976995
-71.0327118,-34.6977675
-71.0328118,-34.6979857
-71.0326948,-34.6975932
-71.0322522,-34.6978753
-71.0322357,-34.697847
-71.0321249,-34.6976959
-71.032159,-34.6977411
-71.0321399,-34.6977143
-71.0323348,-34.6979971
-71.0323867,-34.698072
-71.032441,-34.6981449
-71.0325272,-34.6980968
-71.0324343,-34.6980576
-71.0325104,-34.697973
-71.0324536,-34.6976656
-71.0324218,-34.6976897
-71.0323783,-34.6977186
-71.0323457,-34.6977234
-71.0323147,-34.6977117
-71.0319107,-34.6974076
-71.0318503,-34.6973284
-71.0317994,-34.6972577
-71.0316934,-34.6971085
-71.0317398,-34.6971763
-71.0315847,-34.6969644
-71.0316373,-34.6970386
-71.0313126,-34.6965614
-71.0313621,-34.6966257
-71.0314218,-34.6967116
-71.0315232,-34.6968618
-71.0315866,-34.69683
-71.0316277,-34.6968014
-71.0317035,-34.6967683
-71.032152,-34.7146837
-71.0322135,-34.6975811
-71.0323222,-34.6974897
-71.0324288,-34.6974796
-71.0324244,-34.6975068
-71.0324428,-34.6975633
-71.0322357,-34.7146317
-71.0324879,-34.6982096
-71.0321917,-34.6980003
-71.0321723,-34.6979677
-71.0325035,-34.6982348
-71.0325547,-34.6983094
-71.0325756,-34.6983343
-71.0325936,-34.6983615
-71.0324906,-34.6984021
-71.0325044,-34.6984216
-71.0325183,-34.6984477
-71.0326803,-34.6986821
-71.0326013,-34.6985718
-71.0327344,-34.6986286
-71.0328599,-34.698952
-71.0328442,-34.6989236
-71.032907,-34.6988342
-71.0328201,-34.6988823
-71.0315454,-34.6978442
-71.0315039,-34.6977781
-71.0314269,-34.6978156
-71.031684,-34.6977718
-71.0318091,-34.697633
-71.0318636,-34.6975988
-71.0317664,-34.6976506
-71.031357,-34.6978541
-71.0314572,-34.6977997
-71.030956,-34.6981239
-71.0309171,-34.6980681
-71.031122,-34.6980445
-71.0311654,-34.6980262
-71.0315792,-34.6978204
-71.031606,-34.697809
-71.0312254,-34.6980027
-71.03155,-34.6978813
-71.0315851,-34.6979315
-71.0315622,-34.6978986
-71.0314822,-34.6977877
-71.0316347,-34.698003
-71.0318583,-34.6976868
-71.031809,-34.6977061
-71.0317755,-34.697724
-71.0318353,-34.6976136
-71.0334882,-34.6971351
-71.0335923,-34.6970981
-71.0336078,-34.6971249
-71.0336314,-34.6971605
-71.0338783,-34.6974303
-71.0337862,-34.6976588
-71.0338023,-34.6977047
-71.0338309,-34.6977487
-71.0320993,-34.7145946
-71.032161,-34.7145642
-71.0322133,-34.7145346
-71.0322677,-34.7145069
-71.032321,-34.7144759
-71.0323829,-34.7144389
-71.0326998,-34.7142736
-71.0326481,-34.7143022
-71.0325964,-34.714329
-71.0325424,-34.7143604
-71.0324907,-34.714389
-71.0325069,-34.7142037
-71.0330921,-34.7140475
-71.0329423,-34.7141233
-71.0328774,-34.7141565
-71.0328097,-34.7141873
-71.0333616,-34.7137361
-71.0332441,-34.7132212
-71.033141,-34.7130936
-71.0328794,-34.7128038
-71.0329893,-34.7129558
-71.0335533,-34.7137456
-71.033498,-34.7136774
-71.03346,-34.7136149
-71.0334392,-34.7137132
-71.0333929,-34.7136507
-71.0333687,-34.7134927
-71.0332968,-34.7135285
-71.0332346,-34.7134466
-71.033294,-34.7136098
-71.0331639,-34.7133391
-71.0329849,-34.7131581
-71.0330339,-34.7131736
-71.0321561,-34.7120506
-71.0321716,-34.7120683
-71.0321845,-34.7120846
-71.0321045,-34.7125535
-71.0319908,-34.7126399
-71.0319237,-34.7129438
-71.0319451,-34.7126656
-71.0315875,-34.7125033
-71.0316012,-34.7125884
-71.0316486,-34.712535
-71.0320278,-34.7125656
-71.0320764,-34.7125413
-71.0320331,-34.7124895
-71.0319807,-34.7124027
-71.031879,-34.7122766
-71.0318327,-34.7123166
-71.0321652,-34.7126049
-71.0318061,-34.7127385
-71.0318608,-34.7127067
-71.0327316,-34.7122704
-71.0328357,-34.7121943
-71.0328994,-34.7122242
-71.0325692,-34.7119271
-71.0325236,-34.7118847
-71.0326284,-34.7118978
-71.0326891,-34.7119577
-71.0326284,-34.7119902
-71.0326876,-34.7120482
-71.0327408,-34.7120083
-71.0325099,-34.7118334
-71.0329754,-34.7121913
-71.0322324,-34.7120173
-71.0323327,-34.7121438
-71.0323706,-34.7122038
-71.0324245,-34.7122699
-71.0324716,-34.7123342
-71.0323547,-34.712303
-71.0322681,-34.7121788
-71.0325726,-34.7124553
-71.0326151,-34.7125152
-71.0326668,-34.712577
-71.0327245,-34.7126488
-71.0325157,-34.7124834
-71.0325673,-34.7125502
-71.0326121,-34.7126207
-71.0326554,-34.7126725
-71.0329568,-34.7129602
-71.032912,-34.7129003
-71.0328634,-34.712826
-71.0328133,-34.7127649
-71.0327526,-34.7127992
-71.0332876,-34.7129
-71.0332843,-34.712847
-71.0332074,-34.712879
-71.0335809,-34.7128116
-71.0336857,-34.7129289
-71.0336485,-34.7129689
-71.0336649,-34.7138031
