lng,lat
-71.0338054,-34.7138406
-71.0338304,-34.7138244
-71.0340322,-34.7137298
-71.0339551,-34.7137817
-71.033996,-34.7137519
-71.0337056,-34.7137828
-71.0337612,-34.7137558
-71.0338752,-34.7136996
-71.0339316,-34.7136682
-71.0341252,-34.7135678
-71.0340814,-34.7135905
-71.0341651,-34.7134919
-71.0342231,-34.7135842
-71.034111,-34.7133033
-71.0343845,-34.7134295
-71.0344686,-34.7133815
-71.0345805,-34.7133317
-71.0346831,-34.7132786
-71.0342866,-34.713439
-71.0344979,-34.7134424
-71.0344407,-34.7134727
-71.0347806,-34.7132972
-71.0348237,-34.7132723
-71.0350399,-34.7131596
-71.0351459,-34.7130422
-71.035336,-34.7129417
-71.0352162,-34.7129946
-71.0353899,-34.7130078
-71.0353529,-34.7131189
-71.0353406,-34.7130329
-71.034803,-34.7130025
-71.0344184,-34.7127763
-71.0344376,-34.7128072
-71.034364,-34.7128033
-71.0342408,-34.7129118
-71.0341055,-34.712925
-71.0347873,-34.7125783
-71.0348489,-34.7125862
-71.0346736,-34.7127046
-71.0346424,-34.7126514
-71.0344451,-34.7125099
-71.0341035,-34.7126615
-71.0343974,-34.7128298
-71.0339675,-34.712682
-71.0342155,-34.7125631
-71.0341955,-34.7125769
-71.0345282,-34.7124395
-71.0346374,-34.7123866
-71.0346742,-34.7123656
-71.0347105,-34.7123633
-71.0346315,-34.7122758
-71.0346633,-34.7122538
-71.0344396,-34.7120287
-71.0345371,-34.7120835
-71.0345648,-34.7121214
-71.0341915,-34.7119421
-71.0342558,-34.7119116
-71.0343356,-34.7118639
-71.0344642,-34.711919
-71.0345326,-34.7118279
-71.0345849,-34.7118011
-71.0347802,-34.7123103
-71.0349685,-34.7116718
-71.0346243,-34.7117752
-71.0346868,-34.7117417
-71.0338161,-34.7121729
-71.0334673,-34.7123107
-71.0330661,-34.7125677
-71.0329653,-34.7125822
-71.0329885,-34.7126098
-71.0331513,-34.7124792
-71.0331202,-34.7124943
-71.0332453,-34.7124757
-71.0333308,-34.712431
-71.033996,-34.712122
-71.0337107,-34.7118678
-71.0331897,-34.7121397
-71.0332324,-34.7121098
-71.0333492,-34.7120586
-71.0335031,-34.7119716
-71.033653,-34.7118918
-71.0331538,-34.7122138
-71.0333189,-34.7121157
-71.0334713,-34.7120373
-71.0333933,-34.7120913
-71.0337328,-34.7117645
-71.0338763,-34.7118693
-71.0340049,-34.711717
-71.0340499,-34.7116957
-71.0338202,-34.7116627
-71.0338125,-34.7116461
-71.0334378,-34.7116787
-71.0331792,-34.7118654
-71.0332391,-34.7118385
-71.0332531,-34.711772
-71.0338925,-34.7114951
-71.0338657,-34.7114627
-71.0334281,-34.711463
-71.0334134,-34.7114429
-71.0333367,-34.7114149
-71.0331128,-34.7115287
-71.0329645,-34.711633
-71.0334925,-34.7114517
-71.0328822,-34.7116734
-71.0328367,-34.7116552
-71.0329887,-34.7115833
-71.0457568,-34.7078337
-71.0457892,-34.7077376
-71.0456515,-34.7077407
-71.0455946,-34.707778
-71.0453068,-34.7076548
-71.0454545,-34.707948
-71.0456792,-34.7076404
-71.0456391,-34.7076608
-71.0455494,-34.7077011
-71.0455004,-34.7077288
-71.0459031,-34.7077152
-71.045913,-34.7078633
-71.0460514,-34.7079213
-71.0460228,-34.70788
-71.0460435,-34.7079251
-71.0385795,-34.7088173
-71.0385289,-34.7087554
-71.0385051,-34.708712
-71.038469,-34.7086577
-71.0384287,-34.7086194
-71.0384163,-34.7085982
-71.0384049,-34.7085813
-71.0383946,-34.7085617
-71.0383305,-34.7084955
-71.0382892,-34.7084446
-71.0380935,-34.7081903
-71.0380496,-34.7081355
-71.0431192,-34.7019676
-71.0430895,-34.7019275
-71.0429539,-34.7018485
-71.0431079,-34.702093
-71.0429031,-34.7016717
-71.0428169,-34.7015747
-71.0427699,-34.7016008
-71.0426739,-34.7014659
-71.0426619,-34.7014514
-71.0430058,-34.7011567
-71.0429733,-34.7011752
-71.0429061,-34.7012075
-71.0431414,-34.7011759
-71.0424716,-34.7014632
-71.0425635,-34.7014156
-71.0425324,-34.701433
-71.0425027,-34.7014464
-71.0424541,-34.7017515
-71.0424383,-34.7017311
-71.0424105,-34.701782
-71.0425219,-34.7017945
-71.042503,-34.7019048
-71.0425158,-34.70198
-71.0426338,-34.7021201
-71.0426251,-34.702077
-71.0427189,-34.702052
-71.0422676,-34.7024269
-71.0422395,-34.7024387
-71.0422813,-34.702414
-71.0421906,-34.702074
-71.0421594,-34.7016105
-71.0417507,-34.7017103
-71.0418082,-34.7015628
-71.0419078,-34.7014995
-71.0422349,-34.7015755
-71.0421978,-34.7015911
-71.041676,-34.7017787
-71.0414312,-34.7019049
-71.0414196,-34.701914
-71.0414004,-34.7019249
-71.0410561,-34.7021043
-71.0410197,-34.7021218
-71.0410413,-34.7021127
-71.0408962,-34.7021902
-71.0408742,-34.7022006
-71.0409508,-34.7022419
-71.0408252,-34.7023027
-71.0408558,-34.7022847
-71.0409159,-34.7022571
-71.0408837,-34.7022702
-71.040885,-34.7022752
-71.0404197,-34.7024314
-71.0404959,-34.702666
-71.0402544,-34.7022206
-71.0408214,-34.702435
-71.0409471,-34.7025258
-71.040909,-34.7025586
-71.0409283,-34.7025786
-71.0409595,-34.7025458
-71.0410032,-34.7025956
-71.0410183,-34.7025748
-71.0412028,-34.7029406
-71.0416844,-34.7027448
-71.0415639,-34.7026191
-71.0415873,-34.702603
-71.0413104,-34.7023422
-71.0412599,-34.7023579
-71.0413054,-34.7019717
-71.0415997,-34.7020547
-71.0416049,-34.7021399
-71.0416183,-34.7021573
-71.0417123,-34.7021863
-71.0417312,-34.7022114
-71.0418567,-34.7023375
-71.0416104,-34.7023916
-71.0407051,-34.7027805
-71.0407394,-34.7028552
-71.0396483,-34.7023436
-71.0396771,-34.7023288
-71.0396999,-34.7023153
-71.0397321,-34.7023019
-71.0397515,-34.7022867
-71.0398087,-34.7022641
-71.0397837,-34.7022772
-71.0396979,-34.7024121
-71.0399455,-34.7022935
-71.039973,-34.7022801
-71.0401799,-34.7022148
-71.0401494,-34.7022261
-71.0399864,-34.7022117
-71.0399767,-34.7021849
-71.0480308,-34.7115599
-71.0481563,-34.7117572
-71.0480967,-34.7117919
-71.0482138,-34.7118029
-71.0483241,-34.711733
-71.0483027,-34.7117476
-71.0482816,-34.7117617
-71.0482459,-34.7117856
-71.0485683,-34.711243
-71.0484884,-34.7112933
-71.04826,-34.7117726
-71.0484949,-34.7115553
-71.0484338,-34.7114964
-71.0487298,-34.7113227
-71.038158,-34.7082252
-71.0413879,-34.7092847
-71.0412757,-34.7091481
-71.0386651,-34.7089366
-71.0386473,-34.7089119
-71.0386323,-34.7088844
-71.0310334,-34.6961836
-71.0328256,-34.7008299
-71.0329309,-34.7009922
-71.032859,-34.7008831
-71.0328871,-34.7009201
-71.0330309,-34.701095
-71.0330687,-34.7011517
-71.032506,-34.7003361
-71.0325472,-34.7004003
-71.0325857,-34.7004536
-71.0326646,-34.7005949
-71.0327689,-34.7007592
-71.0327216,-34.7006835
-71.0326725,-34.7003549
-71.0310049,-34.6982683
-71.0311362,-34.6984661
-71.0311071,-34.6984056
-71.0311882,-34.6985551
-71.0315991,-34.6991009
-71.0323377,-34.6982153
-71.0323574,-34.6982462
-71.0305116,-34.6957003
-71.0299132,-34.6963788
-71.0298607,-34.6964022
-71.0304853,-34.6957107
-71.0304545,-34.6957246
-71.030634,-34.6959952
-71.0306694,-34.695984
-71.0307031,-34.6959682
-71.0305455,-34.6957347
-71.0305571,-34.6957579
-71.030575,-34.6957812
-71.0305937,-34.6958051
-71.0306914,-34.695946
-71.0310438,-34.6962069
-71.0306721,-34.695923
-71.0306414,-34.6958803
-71.0306256,-34.6958522
-71.0404344,-34.7044089
-71.0405926,-34.7046386
-71.0405732,-34.7046105
-71.0405307,-34.7045575
-71.0402406,-34.7043634
-71.039877,-34.7047933
-71.0399044,-34.7047672
-71.0398407,-34.7048615
-71.0389036,-34.7052639
-71.0387263,-34.7053588
-71.0388499,-34.705292
-71.0388208,-34.7053558
-71.0389061,-34.7053124
-71.0389405,-34.7052964
-71.0387983,-34.7053952
-71.0381019,-34.7056267
-71.0389514,-34.7052112
-71.0390399,-34.7052642
-71.0390348,-34.7051761
-71.039065,-34.7051573
-71.0392172,-34.705181
-71.0390985,-34.7052444
-71.0391421,-34.7052196
-71.0392098,-34.7050917
-71.0392326,-34.7050747
-71.0392474,-34.7051414
-71.0397662,-34.7048613
-71.0397468,-34.7048229
-71.039715,-34.7048423
-71.0398203,-34.7048203
-71.0400341,-34.7046136
-71.0400387,-34.7045437
-71.040116,-34.7045002
-71.0400644,-34.7045177
-71.0403567,-34.7044952
-71.0404106,-34.7044684
-71.0402018,-34.704572
-71.0400765,-34.7044309
-71.0399239,-34.704494
-71.0398264,-34.7045569
-71.0400868,-34.7045889
-71.0402212,-34.704559
-71.0402704,-34.7044921
-71.039988,-34.704686
-71.0401823,-34.7045824
-71.0399538,-34.7047054
-71.0390276,-34.7058603
-71.0390699,-34.7058399
-71.0391671,-34.7057942
-71.0392858,-34.7058228
-71.0391845,-34.7058686
-71.039086,-34.7059171
-71.0394343,-34.7057429
-71.0393771,-34.7056838
-71.0393784,-34.7057731
-71.0394602,-34.7056424
-71.0395883,-34.7056705
-71.0396211,-34.705563
-71.0397251,-34.7055967
-71.0396761,-34.7056242
-71.0395152,-34.7053497
-71.0399963,-34.705375
-71.0399231,-34.7054111
-71.0398457,-34.7054533
-71.0397772,-34.7054881
-71.0399002,-34.7055092
-71.0398244,-34.7055476
-71.0400447,-34.7054322
-71.0399796,-34.7054678
-71.0399125,-34.7051713
-71.0403788,-34.7051819
-71.0403252,-34.7052106
-71.0401582,-34.705291
-71.040232,-34.7052552
-71.0401541,-34.7052714
-71.0401541,-34.7053836
-71.0402117,-34.7053595
-71.0402854,-34.7053208
-71.0403628,-34.7052809
-71.0404365,-34.7052422
-71.0405019,-34.7052073
-71.0405861,-34.7051678
-71.0405352,-34.7050943
-71.0406235,-34.7051372
-71.0406128,-34.7051216
-71.040605,-34.7051118
-71.0391595,-34.7055643
-71.0401036,-34.7053025
-71.04151,-34.7054511
-71.0414533,-34.7053713
-71.0415606,-34.7054224
-71.0414738,-34.7053595
-71.0415312,-34.7053314
-71.0415927,-34.705305
-71.0416433,-34.7052802
-71.0417274,-34.7053286
-71.0416939,-34.7053511
-71.0417479,-34.7052308
-71.0417951,-34.7052066
-71.0416173,-34.7052921
-71.0417732,-34.7052162
-71.0415695,-34.7053185
-71.0418888,-34.705242
-71.0418525,-34.7052617
-71.0418245,-34.7052825
-71.0419696,-34.7051276
-71.0419843,-34.7051951
-71.0420445,-34.7051641
-71.0422407,-34.7049955
-71.0421955,-34.705086
-71.0421395,-34.7051169
-71.0422885,-34.7050405
-71.0423446,-34.7050079
-71.0433841,-34.7045462
-71.0433965,-34.7045716
-71.0432256,-34.7045113
-71.0432619,-34.7044908
-71.0432977,-34.704475
-71.0433556,-34.7044467
-71.04318,-34.7046898
-71.0431974,-34.7047185
-71.0432646,-34.7047327
-71.0434644,-34.7046411
-71.0434925,-34.7046801
-71.0435326,-34.7047318
-71.0430668,-34.7046751
-71.0429834,-34.7046425
-71.0428077,-34.7047257
-71.0429219,-34.7047993
-71.0428349,-34.7045748
-71.0427933,-34.7045997
-71.0428402,-34.7046515
-71.0427785,-34.7044898
-71.0427234,-34.704518
-71.0426766,-34.7043514
-71.0426495,-34.7043081
-71.0425473,-34.7042419
-71.0427362,-34.7039119
-71.0424315,-34.70408
-71.0424683,-34.7040457
-71.0424557,-34.7041078
-71.0423479,-34.7039783
-71.0423586,-34.7039976
-71.0424898,-34.704093
-71.0426353,-34.703743
-71.042616,-34.7038073
-71.0427113,-34.7039324
-71.0428139,-34.7040029
-71.0427264,-34.7038669
-71.0428187,-34.7039809
-71.0428368,-34.704033
-71.0429236,-34.7041703
-71.0429864,-34.7042596
-71.0429023,-34.7042019
-71.0429297,-34.704239
-71.0431105,-34.704428
-71.0431192,-34.7045053
-71.0430761,-34.7041725
-71043,-34.7040101
-71.0425955,-34.7047446
-71.0426064,-34.7047601
-71.0425805,-34.7047249
-71.0425027,-34.7046355
-71.0425082,-34.7046447
-71.0424662,-34.704662
-71.0424539,-34.70464
-71.0424317,-34.7046082
-71.0424093,-34.70451
-71.041449,-34.7042936
-71.0417592,-34.7042023
-71.0423744,-34.7045257
-71.0423814,-34.7045353
-71.0422409,-34.704346
-71.042278,-34.7043239
-71.0421091,-34.7043928
-71.0420922,-34.7040548
-71.0420493,-34.7040846
-71.0422165,-34.7042271
-71.0421471,-34.7042132
-71.0418924,-34.7043213
-71.0419617,-34.7044789
-71.0419923,-34.7044638
-71.0419985,-34.7045415
-71.0419665,-34.7044027
-71.0420717,-34.7046399
-71.0420929,-34.7046697
-71.0421861,-34.704718
-71.0421805,-34.7047912
-71.0422936,-34.7048813
-71.0420787,-34.7045738
-71.042288,-34.7048658
-71.0422776,-34.7048437
-71.0422282,-34.7048588
-71.0422597,-34.7048104
-71.041906,-34.704944
-71.0418783,-34.7048932
-71.0419929,-34.7049796
-71.0418223,-34.7048139
-71.041786,-34.704763
-71.0418403,-34.7047704
-71.0417307,-34.7046798
-71.0416902,-34.7046237
-71.0416413,-34.7045488
-71.0415145,-34.704373
-71.0415725,-34.7043785
-71.041584,-34.7043772
-71.0471544,-34.7143899
-71.0468552,-34.7140971
-71.0468718,-34.7141205
-71.0469306,-34.7142728
-71.0468698,-34.7146061
-71.0468026,-34.7145891
-71.0473391,-34.7147902
-71.0475157,-34.7146507
-71.0475493,-34.7146238
-71.047326,-34.7147675
-71.0472487,-34.7146761
-71.0471665,-34.7145747
-71.0472099,-34.7143094
-71.047149,-34.7143382
-71.0472799,-34.7141893
-71.0473028,-34.7141499
-71.0472472,-34.7141736
-71.0473881,-34.7143905
-71.0473438,-34.7144069
-71.0472882,-34.7144366
-71.047233,-34.7144635
-71.0473368,-34.7144097
-71.0474735,-34.7149626
-71.0475579,-34.7150796
-71.0476478,-34.715196
-71.0470534,-34.7150945
-71.0468862,-34.7150378
-71.0467843,-34.7152384
-71.0467216,-34.7150381
-71.0468219,-34.7152917
-71.0467035,-34.7151353
-71.0466309,-34.7151585
-71.0468514,-34.7154481
-71.0468998,-34.7154199
-71.0469206,-34.7152412
-71.0470521,-34.7151741
-71.0470979,-34.71515
-71.046795,-34.7150829
-71.0469711,-34.7149912
-71.0469289,-34.7150134
-71.0470192,-34.7149503
-71.0467428,-34.715185
-71.0380865,-34.7110348
-71.0380616,-34.7109515
-71.0377949,-34.7111833
-71.0378629,-34.7110508
-71.0378464,-34.7110595
-71.0377311,-34.7112196
-71.0376207,-34.711276
-71.0375056,-34.7112935
-71.0374844,-34.7113045
-71.0376456,-34.7111609
-71.0376306,-34.711169
-71.0376269,-34.711296
-71.0374927,-34.711244
-71.0374781,-34.7112513
-71.0373034,-34.7112739
-71.0373143,-34.7112879
-71.0372422,-34.7111861
-71.0372735,-34.711136
-71.0371414,-34.7110491
-71.0371291,-34.7110293
-71.037162,-34.7110057
-71.0371784,-34.7110284
-71.0373231,-34.7113001
-71.0371929,-34.711032
-71.0371009,-34.7108814
-71.0370262,-34.7108942
-71.0370377,-34.7109089
-71.0370784,-34.710863
-71.0370885,-34.7108761
-71.0381462,-34.7108761
-71.0380302,-34.7107277
-71.0380437,-34.7107494
-71.0380208,-34.7106966
-71.0380437,-34.7107193
-71.0379697,-34.7107522
-71.037948,-34.7107835
-71.0373415,-34.711315
-71.0380291,-34.7110297
-71.0379993,-34.7110466
-71.0380671,-34.7110101
-71.0380503,-34.7108719
-71.0379798,-34.7107686
-71.0378522,-34.7106183
-71.0379625,-34.7106298
-71.0379333,-34.7106139
-71.0378774,-34.7106697
-71.0378194,-34.7104593
-71.0378546,-34.7105027
-71.0377738,-34.710533
-71.0377858,-34.7105503
-71.0377772,-34.7102252
-71.0377584,-34.7102376
-71.0374983,-34.7102879
-71.0374775,-34.7103016
-71.0374988,-34.7103621
-71.03752,-34.7103514
-71.0375418,-34.7103391
-71.0373801,-34.710423
-71.0373472,-34.7104447
-71.0373457,-34.7103648
-71.0371268,-34.7104798
-71.0371042,-34.7104929
-71.0371627,-34.7105355
-71.0371428,-34.7105459
-71.0370403,-34.7105985
-71.0370149,-34.7106143
-71.0369879,-34.7106284
-71.0370047,-34.7105428
-71.0369788,-34.7105636
-71.0369351,-34.7105841
-71.0365989,-34.7103157
-71.0366291,-34.7102668
-71.0366392,-34.7102822
-71.0367165,-34.7103909
-71.0367301,-34.7104117
-71.0367137,-34.7104556
-71.0367018,-34.7104349
-71.0366865,-34.7104195
-71.0366687,-34.7103965
-71.0367492,-34.7104207
-71.0391118,-34.7110448
-71.0390454,-34.7110793
-71.0390127,-34.7111583
-71.0392107,-34.710983
-71.0394886,-34.7108415
-71.0376446,-34.710945
-71.0376061,-34.710979
-71.037549,-34.7108356
-71.0375387,-34.7108233
-71.037484,-34.7108204
-71.037495,-34.7108373
-71.0375511,-34.7108115
-71.0374621,-34.7107055
-71.03745,-34.7106836
-71.0374144,-34.7107298
-71.0374017,-34.710708
-71.037261,-34.7105179
-71.0373214,-34.7105958
-71.0373076,-34.710577
-71.0372857,-34.7105472
-71.0370913,-34.7102083
-71.0370537,-34.7102302
-71.0370661,-34.7102527
-71.0370061,-34.7102078
-71.0370041,-34.7100977
-71.0369927,-34.7100804
-71.0369603,-34.7101025
-71.0369699,-34.7101193
-71.036864,-34.7098358
-71.0368378,-34.7098507
-71.0369306,-34.7098586
-71.0369141,-34.7098691
-71.0370463,-34.7097473
-71.0370714,-34.7097359
-71.0373253,-34.7096487
-71.0367724,-34.7097117
-71.0371178,-34.7097095
-71.0371274,-34.7096849
-71.0367035,-34.7099124
-71.0366855,-34.7099225
-71.036507,-34.7100143
-71.0363212,-34.7101042
-71.0363524,-34.7101429
-71.0363339,-34.7101544
-71.0363167,-34.7101636
-71.0366839,-34.7099797
-71.0373019,-34.7096044
-71.0373664,-34.7096272
-71.0374544,-34.7100741
-71.0374238,-34.7100291
-71.0373593,-34.7099459
-71.0373348,-34.7099128
-71.0373976,-34.7098758
-71.037341,-34.7098027
-71.0373013,-34.7097358
-71.0372291,-34.7097781
-71.0372412,-34.7097969
-71.0373281,-34.7098987
-71.0373417,-34.7099234
-71.0375078,-34.7101462
-71.0375402,-34.710196
-71.0372657,-34.709829
-71.0372577,-34.7098148
-71.0358269,-34.7116484
-71.0349835,-34.7121135
-71.0350135,-34.7121461
-71.0351188,-34.712033
-71.0350199,-34.7120792
-71.0350661,-34.7121327
-71.035033,-34.7121505
-71.0349656,-34.7121227
-71.0349492,-34.7121304
-71.0349317,-34.7121381
-71.0356142,-34.7116319
-71.0359895,-34.7115699
-71.0360353,-34.7114958
-71.0363422,-34.7114871
-71.0360401,-34.7115481
-71.0355808,-34.711471
-71.0359786,-34.7114207
-71.0357814,-34.7114048
-71.0356489,-34.7113714
-71.0355094,-34.7039898
-71.035836,-34.70393
-71.034623,-34.7028665
-71.034545,-34.7029144
-71.0345161,-34.7029318
-71.034588,-34.7028903
-71.0344792,-34.7029517
-71.0347434,-34.702815
-71.0347734,-34.7027973
-71.0352754,-34.7023586
-71.0352519,-34.7023217
-71.0352298,-34.7023325
-71.0348362,-34.7017449
-71.0349035,-34.7018903
-71.0348562,-34.7018074
-71.0348798,-34.7018452
-71.0346196,-34.7014276
-71.0346806,-34.7015146
-71.0347416,-34.7015996
-71.034531,-34.7014319
-71.0344824,-34.7014567
-71.0344125,-34.7014918
-71.0344619,-34.7013774
-71.0344278,-34.7013942
-71.0344558,-34.7013308
-71.0343133,-34.7014504
-71.0343738,-34.7013639
-71.0341965,-34.7016507
-71.0337778,-34.7016811
-71.0338836,-34.7019042
-71.0338998,-34.70174
-71.0343071,-34.7015353
-71.0342864,-34.7015474
-71.0342613,-34.7014771
-71.0340914,-34.7015592
-71.034036,-34.7015878
-71.033921,-34.7017262
-71.0339641,-34.7017137
-71.0340121,-34.7016863
-71.0340611,-34.7016586
-71.0341262,-34.7016319
-71.0339676,-34.7016124
-71.0349257,-34.7012357
-71.0349514,-34.7012214
-71.0350275,-34.7011738
-71.03505,-34.7010878
-71.0349732,-34.7012095
-71.035144,-34.701046
-71.0351653,-34.7010319
-71.035362,-34.7010188
-71.0353101,-34.7010774
-71.035328,-34.7011405
-71.0361608,-34.700543
-71.035959,-34.7004059
-71.0358674,-34.700689
-71.035954,-34.7007311
-71.0359176,-34.7007493
-71.0358103,-34.7007249
-71.0358362,-34.7005037
-71.0360794,-34.7007099
-71.0359045,-34.7006642
-71.0356572,-34.7007909
-71.035738,-34.7007546
-71.0356239,-34.70081
-71.0355673,-34.7008415
-71.0354249,-34.7009072
-71.0354582,-34.700886
-71.0352718,-34.7009777
-71.0352551,-34.7009887
-71.0353841,-34.7009298
-71.0355521,-34.7008503
-71.0355088,-34.7009817
-71.0354805,-34.7009954
-71.0355803,-34.7009101
-71.0356172,-34.7008905
-71.0357004,-34.7008467
-71.0357249,-34.7008345
-71.035753,-34.7008165
-71.035784,-34.7008584
-71.0358377,-34.7008213
-71.0363647,-34.7005573
-71.036972,-34.7002721
-71.0368205,-34.7002861
-71.0366954,-34.7002664
-71.0368307,-34.700319
-71.0367324,-34.7003352
-71.0365122,-34.700443
-71.0365331,-34.7004342
-71.036668,-34.7003692
-71.0367079,-34.7003466
-71.0367571,-34.7003238
-71.035048,-34.7020955
-71.035064,-34.7020518
-71.0351868,-34.7023098
-71.0348943,-34.70215
-71.0354995,-34.7024958
-71.0351886,-34.7025085
-71.0351339,-34.7025349
-71.0351141,-34.7025457
-71.0349727,-34.702617
-71.0345183,-34.7027999
-71.0343665,-34.7028325
-71.0347119,-34.7027296
-71.0347446,-34.7027201
-71.0345158,-34.7030452
-71.0346059,-34.703051
-71.0345127,-34.703014
-71.0345159,-34.7029695
-71.0345602,-34.7029447
-71.0347353,-34.7032118
-71.0347731,-34.7034675
-71.0348466,-34.7034596
-71.0348045,-34.7034278
-71.034934,-34.7036013
-71.0346717,-34.703288
-71.0349484,-34.7035924
-71.0349222,-34.7036704
-71.0358475,-34.7038409
-71.0357337,-34.7038907
-71.0359319,-34.7039171
-71.0356175,-34.7039011
-71.0356736,-34.7039182
-71.0358049,-34.7038601
-71.0360418,-34.7039345
-71.0365975,-34.703564
-71.0366324,-34.7035469
-71.0367369,-34.7034904
-71.0366785,-34.7035222
-71.0370112,-34.7033684
-71.037215,-34.7032634
-71.0371608,-34.7033449
-71.0372369,-34.7032973
-71.0389156,-34.7023446
-71.0388154,-34.7023945
-71.0386885,-34.7024524
-71.0385232,-34.7025252
-71.0384464,-34.702569
-71.0382097,-34.7027711
-71.0381532,-34.7027974
-71.0379047,-34.7029158
-71.0371704,-34.7032823
-71.0371173,-34.7033101
-71.0370738,-34.7033359
-71.037099,-34.7033769
-71.0360349,-34.7034842
-71.036003,-34.7034298
-71.0359722,-34.7033846
-71.0360239,-34.7034644
-71.0359415,-34.703331
-71.0358605,-34.703222
-71.0357969,-34.7031276
-71.0358157,-34.7031548
-71.0357572,-34.7030575
-71.0357445,-34.7030367
-71.0357291,-34.7030146
-71.0356812,-34.7030974
-71.0357463,-34.7031408
-71.0357177,-34.7031033
-71.0382783,-34.7070348
-71.038301,-34.7070657
-71.0393685,-34.7084922
-71.0392755,-34.7083671
-71.0392091,-34.7082807
-71.0391704,-34.7082351
-71.0391076,-34.7081437
-71.0390497,-34.7080594
-71.0392522,-34.7085008
-71.0389906,-34.7079793
-71.0389069,-34.7081695
-71.0389292,-34.7078949
-71.0389483,-34.7079313
-71.0388778,-34.7078377
-71.0388447,-34.7077918
-71.0387441,-34.7078461
-71.0386473,-34.707704
-71.0385561,-34.7075883
-71.0385776,-34.707614
-71.0385665,-34.7075999
-71.0387218,-34.7076299
-71.038691,-34.7075889
-71.0386195,-34.7074904
-71.0385222,-34.7073633
-71.0384613,-34.7072884
-71.0384132,-34.7071998
-71.0382386,-34.7071698
-71.0380888,-34.7069639
-71.0379076,-34.7070484
-71.0378567,-34.7070777
-71.0377616,-34.707128
-71.0374983,-34.7074074
-71.0375164,-34.7074328
-71.0375856,-34.7072998
-71.0375427,-34.7073264
-71.0376473,-34.707266
-71.0378601,-34.707163
-71.0377999,-34.7071925
-71.0379921,-34.7070953
-71.0380539,-34.7070593
-71.0380241,-34.7070786
-71.0379062,-34.7069217
-71.038751,-34.7066237
-71.038729,-34.7066377
-71.0388557,-34.706563
-71.0386687,-34.7066651
-71.038705,-34.7066478
-71.0386133,-34.7066935
-71.0376281,-34.7067575
-71.0375241,-34.7067998
-71.0374426,-34.7067834
-71.0373918,-34.7067314
-71.0373431,-34.7066686
-71.0373061,-34.7066023
-71.0372583,-34.7064989
-71.0372856,-34.7064292
-71.0373608,-34.7063798
-71.0374333,-34.7063505
-71.0375108,-34.7063664
-71.0376967,-34.7066463
-71.0376509,-34.7065728
-71.0376013,-34.7065033
-71.0389934,-34.7066248
-71.0381992,-34.7069095
-71.0389622,-34.7065122
-71.0390809,-34.7065766
-71.0390019,-34.7064485
-71.0386468,-34.7066794
-71.0382566,-34.7065825
-71.0383701,-34.7065215
-71.0382859,-34.7068679
-71.038351,-34.7068267
-71.0383883,-34.7068092
-71.0383105,-34.7068539
-71.0382528,-34.7068823
-71.0384183,-34.7067939
-71.0384354,-34.7067856
-71.0384636,-34.7067698
-71.0385338,-34.7067357
-71.0383521,-34.7069113
-71.0383775,-34.7068974
-71.0383135,-34.7069693
-71.0386093,-34.7067862
-71.0385786,-34.7068348
-71.0385409,-34.7068208
-71.0393027,-34.7065013
-71.0393255,-34.7065454
-71.0389195,-34.7066195
-71.0388934,-34.7066362
-71.0387807,-34.7077031
-71.038332,-34.7069582
-71.0383808,-34.7071643
-71.0383229,-34.7071023
-71.038344,-34.7071239
-71.0381774,-34.7070785
-71.0383175,-34.7072732
-71.0383326,-34.707292
-71.0383628,-34.7073283
-71.0383803,-34.7073541
-71.0383465,-34.7073094
-71.0384123,-34.7074017
-71.038397,-34.7073744
-71.0384303,-34.707422
-71.0384522,-34.7074486
-71.038532,-34.707556
-71.0384976,-34.707506
-71.0385127,-34.7075265
-71.0386297,-34.7076781
-71.0386098,-34.7076563
-71.0385983,-34.7076369
-71.0389386,-34.7080946
-71.0386877,-34.70776
-71.0387233,-34.7078052
-71.0387849,-34.7078955
-71.0388187,-34.7079347
-71.0388459,-34.7079729
-71.0388767,-34.7080151
-71.0389038,-34.7080513
-71.0389823,-34.7081456
-71.0390089,-34.7081858
-71.0387898,-34.7066862
-71.038764,-34.7067006
-71.0387407,-34.7067177
-71.038888,-34.7066842
-71.0387041,-34.7067381
-71.0387137,-34.7067623
-71.0386656,-34.7067901
-71.0387401,-34.706752
-71.0390778,-34.7065445
-71.0390404,-34.7061503
-71.039014,-34.7061651
-71.0391002,-34.7062919
-71.0391381,-34.7062744
-71.0390946,-34.7062199
-71.0390627,-34.7062416
-71.0390949,-34.7060516
-71.0389715,-34.7061181
-71.0388929,-34.7061549
-71.0388708,-34.7061646
-71.0388605,-34.70608
-71.0388392,-34.7060468
-71.0388224,-34.7058928
-71.0387724,-34.7059447
-71.0387511,-34.7059091
-71.0386483,-34.7057382
-71.0386571,-34.7057606
-71.0386791,-34.7057883
-71.0386916,-34.7058155
-71.0387411,-34.7058764
-71.0387275,-34.7057612
-71.0387891,-34.7059553
-71.0387949,-34.7056801
-71.0386775,-34.7056753
-71.0386412,-34.7056316
-71.038625,-34.7056071
-71.0386035,-34.7055788
-71.0385815,-34.7055548
-71.0385614,-34.7055244
-71.0385445,-34.7054983
-71.0385075,-34.7054466
-71.038431,-34.7054098
-71.0384755,-34.7053933
-71.0385949,-34.7053817
-71.038575,-34.7053543
